#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.05522,1, 5,8,3355,26996,22311,0,669.012,558.419,0,0.000166,0,0,0.0423289,0.052669,0,0.0103507,0.0123953,BAS,./data/room-64-64-16/room-64-64-16.map
20,0.183265,1, 16,30,4618,39689,31673,0,1446.29,1257.86,0,0.001901,0,0,0.151631,0.178604,0,0.0350891,0.0214049,BAS,./data/room-64-64-16/room-64-64-16.map
30,0.930542,1, 28,52,39678,358000,305674,0,2484.73,2011.4,0,0.004579,0,0,0.793136,0.925242,0,0.15792,0.14101,BAS,./data/room-64-64-16/room-64-64-16.map
40,1.89104,1, 41,76,37868,352436,293351,0,3373.55,2734.13,0,0.011042,0,0,1.94328,1.87872,0,0.401707,0.290361,BAS,./data/room-64-64-16/room-64-64-16.map
50,5.79953,1, 51,100,117495,1252741,1058177,0,4437.74,3282.22,0,0.016395,0,0,4.45981,5.78706,0,1.38289,0.730999,BAS,./data/room-64-64-16/room-64-64-16.map
60,6.29397,1, 66,129,172520,2147820,1881463,0,5301.03,3790.82,0,0.022525,0,0,5.15434,6.2763,0,1.30093,1.10507,BAS,./data/room-64-64-16/room-64-64-16.map
70,9.4844,1, 69,136,248062,4015450,3659099,0,6509.83,4405.73,0,0.020984,0,0,8.23728,9.46688,0,1.6959,1.59048,BAS,./data/room-64-64-16/room-64-64-16.map
80,22.7302,1, 90,178,450608,6765571,6120462,0,8044.96,5189.63,0,0.039422,0,0,18.9169,22.7076,0,4.1373,2.76478,BAS,./data/room-64-64-16/room-64-64-16.map
90,28.347,1, 104,206,540619,10569328,9781033,0,9391.5,5950.15,0,0.039596,0,0,24.7148,28.3174,0,5.01326,4.25748,BAS,./data/room-64-64-16/room-64-64-16.map
100,80.4114,1, 116,229,876843,21468195,20261879,0,11436,6603.02,0,0.079799,0,0,71.2249,80.3605,0,13.9529,10.8803,BAS,./data/room-64-64-16/room-64-64-16.map
110,33.9498,1, 128,252,1056659,25381252,23827369,0,11698.6,6976.42,0,0.079534,0,0,30.2815,33.9174,0,5.61089,8.07798,BAS,./data/room-64-64-16/room-64-64-16.map
120,29.0592,1, 134,265,828220,20123895,18971430,0,13097,7625.65,0,0.061146,0,0,26.3981,29.0131,0,4.47572,6.54809,BAS,./data/room-64-64-16/room-64-64-16.map
130,204.709,1, 175,344,2144789,49826222,46964843,0,16930.9,8389,0,0.152596,0,0,181.506,204.655,0,36.4099,27.0687,BAS,./data/room-64-64-16/room-64-64-16.map
140,316.555,0, 194,368,0,0,83990166,0,-2,9126,0,0.258423,0,0,279.199,316.5,0,57.6783,45.4528,BAS,./data/room-64-64-16/room-64-64-16.map
150,322.408,0, 224,418,0,0,115956600,0,-2,9616,0,0.275828,0,0,284.186,322.334,0,57.9471,50.181,BAS,./data/room-64-64-16/room-64-64-16.map
160,304.055,0, 203,395,0,0,77188121,0,-2,10298.9,0,0.166935,0,0,275.886,303.988,0,54.1808,45.0096,BAS,./data/room-64-64-16/room-64-64-16.map
