#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002002,1, 3,4,130,417,69,0,436.878,431.386,0,7.1e-05,0,0,0.000769315,0.000328,0,0.000617748,5.833e-05,BAS,./data/room-64-64-16/room-64-64-16.map
20,0.537861,1, 12,21,16570,120070,99290,0,1216.71,1080.25,0,0.001126,0,0,0.467131,0.534284,0,0.0611623,0.0541831,BAS,./data/room-64-64-16/room-64-64-16.map
30,1.10103,1, 26,44,75658,679460,580074,0,2360.23,2029.16,0,0.004274,0,0,0.882891,1.0959,0,0.228659,0.254502,BAS,./data/room-64-64-16/room-64-64-16.map
40,5.3248,1, 44,84,66257,877829,780917,0,3461.49,2767.64,0,0.009767,0,0,4.53101,5.31174,0,0.89532,0.694675,BAS,./data/room-64-64-16/room-64-64-16.map
50,300.016,0, 1383,1408,0,0,112424203,0,-2,3383.68,0,0.190746,0,0,258.387,299.957,0,43.9261,52.1239,BAS,./data/room-64-64-16/room-64-64-16.map
60,27.0642,1, 135,208,930808,9734896,8648058,0,4981.64,3785.6,0,0.04092,0,0,22.8728,27.0393,0,4.53311,4.74737,BAS,./data/room-64-64-16/room-64-64-16.map
70,301.398,0, 448,511,0,0,141465062,0,-2,4317.38,0,0.127324,0,0,272.214,301.364,0,49.9293,57.0383,BAS,./data/room-64-64-16/room-64-64-16.map
80,301.674,0, 991,1050,0,0,94174643,0,-2,5130.39,0,0.303148,0,0,256.03,301.588,0,50.3332,46.0259,BAS,./data/room-64-64-16/room-64-64-16.map
90,85.9656,1, 170,281,1768955,30318823,28076024,0,9591.48,5795.45,0,0.090322,0,0,75.8178,85.9313,0,14.0871,12.8704,BAS,./data/room-64-64-16/room-64-64-16.map
100,300.235,0, 689,772,0,0,104395630,0,-2,6666.77,0,0.206492,0,0,263.84,300.153,0,51.2219,46.3016,BAS,./data/room-64-64-16/room-64-64-16.map
110,300.292,0, 547,644,0,0,85174722,0,-2,7293.01,0,0.161649,0,0,265.127,300.225,0,50.0113,41.9399,BAS,./data/room-64-64-16/room-64-64-16.map
120,100.178,1, 152,292,2238095,40886413,38003865,0,14887.1,7881.07,0,0.113152,0,0,89.1181,100.135,0,17.3938,18.3112,BAS,./data/room-64-64-16/room-64-64-16.map
130,302.052,0, 277,390,0,0,90591214,0,-2,8655.53,0,0.228743,0,0,264.23,301.99,0,55.265,46.3608,BAS,./data/room-64-64-16/room-64-64-16.map
140,302.656,0, 251,406,0,0,85896826,0,-2,9397.55,0,0.26493,0,0,268.152,302.59,0,54.4257,44.4443,BAS,./data/room-64-64-16/room-64-64-16.map
150,300.706,0, 322,462,0,0,98010761,0,-2,10017,0,0.284307,0,0,267.796,300.629,0,55.1495,46.1693,BAS,./data/room-64-64-16/room-64-64-16.map
160,303.128,0, 237,428,0,0,76123940,0,-2,10607.3,0,0.228462,0,0,270.764,303.06,0,55.1981,41.6878,BAS,./data/room-64-64-16/room-64-64-16.map
