#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.003569,1, 2,2,124,374,61,0,420.139,420.314,0,3.1e-05,0,0,0.00116755,0.000285,0,0.000906385,0.000109414,BAS,./data/room-64-64-16/room-64-64-16.map
20,0.017066,1, 8,14,918,3104,806,0,1230.75,1174.82,0,0.001032,0,0,0.00788245,0.011481,0,0.00561801,0.00105122,BAS,./data/room-64-64-16/room-64-64-16.map
30,0.073536,1, 24,46,7770,40239,23838,0,2289.87,2030.54,0,0.003251,0,0,0.049037,0.068223,0,0.0265969,0.0105972,BAS,./data/room-64-64-16/room-64-64-16.map
40,0.27349,1, 36,70,11718,88200,63520,0,3217.94,2730.26,0,0.007409,0,0,0.1761,0.263082,0,0.0733674,0.0424561,BAS,./data/room-64-64-16/room-64-64-16.map
50,4.16865,1, 54,106,105330,1429252,1280296,0,4153.07,3212.41,0,0.021881,0,0,3.44035,4.15558,0,0.88178,0.72636,BAS,./data/room-64-64-16/room-64-64-16.map
60,6.04232,1, 63,124,138906,1748665,1546406,0,4829.52,3660.81,0,0.026969,0,0,5.21318,6.00741,0,1.11325,0.941935,BAS,./data/room-64-64-16/room-64-64-16.map
70,5.9494,1, 90,174,201763,1963382,1639859,0,5906.26,4239.39,0,0.034269,0,0,4.58487,5.92812,0,1.27637,0.950069,BAS,./data/room-64-64-16/room-64-64-16.map
80,47.3929,1, 107,205,607886,9583775,8650104,0,7611.6,5051.57,0,0.082775,0,0,39.3205,47.3661,0,9.0408,6.31932,BAS,./data/room-64-64-16/room-64-64-16.map
90,25.634,1, 105,208,543118,10457493,9714343,0,9266.98,5732.94,0,0.058387,0,0,22.1705,25.6014,0,4.51566,4.37776,BAS,./data/room-64-64-16/room-64-64-16.map
100,73.8236,1, 130,258,976552,16359052,15040946,0,11077.7,6513.46,0,0.105135,0,0,63.1537,73.7766,0,13.8057,10.1136,BAS,./data/room-64-64-16/room-64-64-16.map
110,34.2441,1, 138,274,1368690,24993841,23231438,0,12359.9,7136.87,0,0.06767,0,0,30.5322,34.2124,0,5.64486,8.12997,BAS,./data/room-64-64-16/room-64-64-16.map
120,52.4129,1, 151,300,1573073,28494820,26457382,0,14584,7761.8,0,0.086004,0,0,46.2516,52.3818,0,8.85608,9.81045,BAS,./data/room-64-64-16/room-64-64-16.map
130,156.566,1, 180,356,1924569,33164833,30636575,0,17492.5,8530.46,0,0.161661,0,0,133.498,156.5,0,29.28,20.1563,BAS,./data/room-64-64-16/room-64-64-16.map
140,136.918,1, 182,360,2630124,53724595,50280019,0,19540.6,9407.4,0,0.175687,0,0,119.42,136.863,0,24.5432,23.6968,BAS,./data/room-64-64-16/room-64-64-16.map
150,300.274,0, 209,417,0,0,94916128,0,-2,10016.7,0,0.27768,0,0,264.384,300.21,0,54.0415,43.6421,BAS,./data/room-64-64-16/room-64-64-16.map
160,307.019,0, 200,396,0,0,85163155,0,-2,10867.5,0,0.201479,0,0,273.548,306.962,0,55.3169,42.4701,BAS,./data/room-64-64-16/room-64-64-16.map
