#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002221,1, 3,4,175,618,135,0,602.164,592.607,0,0.000101,0,0,0.000932927,0.000583,0,0.000695068,0.000105608,BAS,./data/room-64-64-16/room-64-64-16.map
20,0.016205,1, 20,38,1683,6455,1968,0,1269.79,1173.57,0,0.001759,0,0,0.00669364,0.013303,0,0.00443615,0.00107943,BAS,./data/room-64-64-16/room-64-64-16.map
30,0.13488,1, 34,65,7972,39683,21488,0,2338.81,1981.49,0,0.005821,0,0,0.0798443,0.127246,0,0.0386315,0.0177468,BAS,./data/room-64-64-16/room-64-64-16.map
40,2.78726,1, 48,94,63243,609671,516373,0,3457.73,2781.94,0,0.012974,0,0,2.50344,2.77599,0,0.488763,0.307326,BAS,./data/room-64-64-16/room-64-64-16.map
50,28.6067,1, 69,136,410043,5050758,4525829,0,4603.84,3302.44,0,0.031553,0,0,24.821,28.5902,0,4.26204,3.27256,BAS,./data/room-64-64-16/room-64-64-16.map
60,24.7797,1, 468,555,1004138,10507354,8842943,0,5433.86,3860.93,0,0.140505,0,0,18.8598,24.7505,0,5.94977,4.24169,BAS,./data/room-64-64-16/room-64-64-16.map
70,300.006,0, 3829,3899,0,0,131547190,0,-2,4410.91,0,0.468077,0,0,251.66,299.893,0,60.9884,58.0349,BAS,./data/room-64-64-16/room-64-64-16.map
80,32.8296,1, 104,206,500641,8727133,7964211,0,7808.84,5220.43,0,0.046183,0,0,27.2715,32.8062,0,6.46959,4.26672,BAS,./data/room-64-64-16/room-64-64-16.map
90,62.9425,1, 197,323,1700330,27472200,25035944,0,9361.31,5775.71,0,0.099506,0,0,52.5225,62.911,0,12.7457,10.983,BAS,./data/room-64-64-16/room-64-64-16.map
100,108.31,1, 224,353,1989033,36146229,33271970,0,10800.8,6548.8,0,0.124193,0,0,91.5437,108.267,0,19.8979,15.7183,BAS,./data/room-64-64-16/room-64-64-16.map
110,34.765,1, 142,282,1371645,25541700,23618362,0,13197.1,7423.36,0,0.070383,0,0,30.3878,34.7294,0,6.11769,8.17866,BAS,./data/room-64-64-16/room-64-64-16.map
120,51.8716,1, 150,298,1426423,26349597,24384649,0,14817.1,7935.13,0,0.063617,0,0,45.1923,51.8257,0,9.23025,10.4987,BAS,./data/room-64-64-16/room-64-64-16.map
130,304.454,0, 199,363,0,0,99760400,0,-2,8660.82,0,0.283421,0,0,263.122,304.399,0,58.0893,49.8615,BAS,./data/room-64-64-16/room-64-64-16.map
140,307.025,0, 254,430,0,0,79624276,0,-2,9424.3,0,0.193597,0,0,271.526,306.962,0,55.7918,44.7331,BAS,./data/room-64-64-16/room-64-64-16.map
150,304.594,0, 379,564,0,0,93211816,0,-2,10240.4,0,0.233492,0,0,267.948,304.505,0,52.9016,46.3484,BAS,./data/room-64-64-16/room-64-64-16.map
160,303.593,0, 216,410,0,0,81180553,0,-2,10959.5,0,0.198637,0,0,269.432,303.494,0,54.3914,40.8618,BAS,./data/room-64-64-16/room-64-64-16.map
