#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.001774,1, 8,14,220,902,255,0,433.238,390.427,0,0.000127,0,0,0.000762022,0.001076,0,0.000457338,0.000148949,BAS,./data/den312d/den312d.map
20,0.010977,1, 18,34,1231,4288,1322,0,951.086,824.278,0,0.001051,0,0,0.00516237,0.008634,0,0.00329228,0.00087787,BAS,./data/den312d/den312d.map
30,0.174866,1, 44,84,26262,173463,126468,0,1650.96,1299.98,0,0.004724,0,0,0.150201,0.172683,0,0.0361469,0.0551532,BAS,./data/den312d/den312d.map
40,0.212985,1, 49,96,28283,209343,163971,0,2389.83,1861.53,0,0.004011,0,0,0.182771,0.208318,0,0.0410182,0.0612629,BAS,./data/den312d/den312d.map
50,1.23448,1, 70,138,129448,1308880,1102180,0,3552.97,2325.57,0,0.008471,0,0,1.14222,1.23009,0,0.22968,0.404963,BAS,./data/den312d/den312d.map
60,1.57611,1, 75,148,152872,1607663,1364138,0,4238.38,2759.18,0,0.010553,0,0,1.45209,1.57045,0,0.28065,0.521236,BAS,./data/den312d/den312d.map
70,3.74503,1, 96,188,366188,4057535,3491471,0,4945.93,3184.03,0,0.015216,0,0,3.48239,3.73791,0,0.67495,1.23222,BAS,./data/den312d/den312d.map
80,3.10886,1, 95,187,291642,3315152,2881188,0,5916.34,3667.67,0,0.016186,0,0,2.86628,3.09814,0,0.531011,1.0086,BAS,./data/den312d/den312d.map
90,7.51164,1, 114,225,461026,7398872,6744179,0,7310.07,4127.79,0,0.022728,0,0,7.10519,7.49689,0,1.08047,2.65868,BAS,./data/den312d/den312d.map
100,9.95709,1, 124,244,646651,9919212,9017047,0,7850.35,4539.62,0,0.025006,0,0,9.361,9.94041,0,1.4584,3.44094,BAS,./data/den312d/den312d.map
110,10.2548,1, 126,248,706251,10228847,9248530,0,9041.66,5007.41,0,0.033582,0,0,9.60789,10.2371,0,1.57592,3.53563,BAS,./data/den312d/den312d.map
120,17.0973,1, 148,286,1197958,17074199,15485003,0,9922.67,5401.2,0,0.046286,0,0,15.991,17.0713,0,2.62264,5.77102,BAS,./data/den312d/den312d.map
130,21.0752,1, 163,323,1627076,21542357,19376225,0,11179.6,5843.39,0,0.054564,0,0,19.6365,21.059,0,3.35962,7.02315,BAS,./data/den312d/den312d.map
140,93.3346,1, 219,402,6474977,94578094,86026526,0,12570.9,6394.81,0,0.150171,0,0,87.9565,93.3136,0,15.2473,31.3796,BAS,./data/den312d/den312d.map
150,300.402,0, 472,645,0,0,270744046,0,-2,6818.95,0,0.359998,0,0,282.982,300.373,0,46.8471,100.876,BAS,./data/den312d/den312d.map
160,300.297,0, 405,597,0,0,253887121,0,-2,7260.43,0,0.46186,0,0,275.937,300.265,0,54.1335,93.9223,BAS,./data/den312d/den312d.map
170,300.148,0, 1814,1980,0,0,263636640,0,-2,7689.26,0,0.216752,0,0,277.711,300.046,0,48.0199,96.5846,BAS,./data/den312d/den312d.map
180,300.262,0, 1627,1808,0,0,260551954,0,-2,8148.72,0,0.162365,0,0,279.261,300.159,0,47.1538,97.1958,BAS,./data/den312d/den312d.map
190,300.829,0, 594,808,0,0,249294733,0,-2,8769.48,0,0.314543,0,0,274.863,300.756,0,52.536,93.0653,BAS,./data/den312d/den312d.map
