#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002319,1, 6,10,343,1128,293,0,482.103,468.747,0,0.000141,0,0,0.00114639,0.001319,0,0.000706667,0.000208231,BAS,./data/den312d/den312d.map
20,0.013149,1, 15,28,2007,7393,3246,0,933.062,863.71,0,0.000884,0,0,0.00806693,0.011186,0,0.00440853,0.00166153,BAS,./data/den312d/den312d.map
30,0.044489,1, 28,54,9468,45903,27026,0,1477.4,1239.69,0,0.00179,0,0,0.0330303,0.042495,0,0.0147109,0.00784163,BAS,./data/den312d/den312d.map
40,0.264856,1, 40,78,41434,272721,196099,0,2364.95,1812.99,0,0.004408,0,0,0.222539,0.261818,0,0.083227,0.0592664,BAS,./data/den312d/den312d.map
50,0.35374,1, 60,118,48460,354943,264696,0,2999.51,2271.1,0,0.006671,0,0,0.296858,0.347919,0,0.099932,0.0843554,BAS,./data/den312d/den312d.map
60,2.60902,1, 77,152,203075,2719548,2414870,0,4147.78,2748.02,0,0.01134,0,0,2.45588,2.60168,0,0.410718,0.916392,BAS,./data/den312d/den312d.map
70,1.65838,1, 87,172,140220,1672175,1441547,0,4719.8,3160.93,0,0.010808,0,0,1.49174,1.65212,0,0.343509,0.500905,BAS,./data/den312d/den312d.map
80,4.39291,1, 110,216,348316,4408258,3872367,0,5557.22,3674.69,0,0.018633,0,0,4.02969,4.3846,0,0.809532,1.37921,BAS,./data/den312d/den312d.map
90,3.72343,1, 108,214,316772,3831136,3325868,0,6473.74,4111.9,0,0.020449,0,0,3.37215,3.71372,0,0.735211,1.14075,BAS,./data/den312d/den312d.map
100,12.1331,1, 132,256,778635,11635605,10515463,0,7409.85,4590.5,0,0.028035,0,0,11.3651,12.1181,0,1.86057,4.10494,BAS,./data/den312d/den312d.map
110,19.0286,1, 157,311,1017552,18275400,16865645,0,9091.37,5115.57,0,0.031766,0,0,18.0121,19.0141,0,2.66542,6.63459,BAS,./data/den312d/den312d.map
120,24.9533,1, 164,323,1528178,24283005,22141057,0,10095.5,5645.46,0,0.050701,0,0,23.4082,24.9364,0,3.93866,8.3082,BAS,./data/den312d/den312d.map
130,22.8668,1, 160,312,1197888,20592546,19000688,0,11555,6143.79,0,0.041981,0,0,21.5567,22.8501,0,3.18118,7.78752,BAS,./data/den312d/den312d.map
140,89.6077,1, 212,410,3955357,80702608,75684517,0,13480.8,6593.45,0,0.089205,0,0,86.0973,89.5809,0,11.1938,32.2973,BAS,./data/den312d/den312d.map
150,50.4474,1, 204,394,2376027,45401036,42331489,0,14229.7,7041.23,0,0.067898,0,0,48.0164,50.4174,0,6.61495,17.6942,BAS,./data/den312d/den312d.map
160,301.419,0, 441,629,0,0,259320423,0,-2,7477.34,0,0.364856,0,0,282.939,301.384,0,46.0859,100.534,BAS,./data/den312d/den312d.map
170,300.143,0, 352,557,0,0,248323330,0,-2,8052.8,0,0.272716,0,0,279.003,300.107,0,48.481,94.7556,BAS,./data/den312d/den312d.map
180,300.829,0, 601,846,0,0,259729022,0,-2,8431.77,0,0.396681,0,0,277.831,300.774,0,49.1688,95.6101,BAS,./data/den312d/den312d.map
190,300.566,0, 1093,1312,0,0,252831967,0,-2,8897.81,0,0.323229,0,0,276.573,300.459,0,49.5845,95.99,BAS,./data/den312d/den312d.map
