#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002013,1, 7,12,311,1065,268,0,445.604,421.356,0,0.000182,0,0,0.000914069,0.00132,0,0.000578311,0.000157015,BAS,./data/den312d/den312d.map
20,0.015492,1, 16,30,2282,9890,5182,0,1049.28,951.825,0,0.001135,0,0,0.0104527,0.014031,0,0.00445199,0.00278922,BAS,./data/den312d/den312d.map
30,0.044254,1, 30,58,6253,25429,12124,0,1661.8,1408.45,0,0.003184,0,0,0.0286095,0.040897,0,0.0134104,0.00692802,BAS,./data/den312d/den312d.map
40,0.232833,1, 52,102,30965,227163,168973,0,2587.59,2054.45,0,0.006012,0,0,0.195672,0.229277,0,0.0571777,0.0597797,BAS,./data/den312d/den312d.map
50,0.279205,1, 56,110,44619,285970,200586,0,3237.37,2492.95,0,0.007913,0,0,0.22828,0.274613,0,0.0830138,0.0634141,BAS,./data/den312d/den312d.map
60,1.50318,1, 81,160,149474,1538861,1299133,0,4245.8,3018.64,0,0.011535,0,0,1.36739,1.49651,0,0.311142,0.462879,BAS,./data/den312d/den312d.map
70,2.27772,1, 93,184,235997,2387066,2031921,0,5062.56,3499.89,0,0.018038,0,0,2.08512,2.26573,0,0.434482,0.715194,BAS,./data/den312d/den312d.map
80,11.7529,1, 110,214,757159,11604437,10625185,0,6412.47,3964.9,0,0.025608,0,0,11.2558,11.7423,0,1.51613,4.30476,BAS,./data/den312d/den312d.map
90,11.6362,1, 110,214,714147,10932186,9993837,0,7307.25,4440.95,0,0.021627,0,0,11.0711,11.6257,0,1.56496,4.16819,BAS,./data/den312d/den312d.map
100,17.6813,1, 127,247,1043461,17415046,16004257,0,8293.2,4938.59,0,0.032503,0,0,16.8666,17.6597,0,2.50229,6.24948,BAS,./data/den312d/den312d.map
110,19.4367,1, 140,276,1170024,18354973,16957186,0,10341.8,5442.9,0,0.031329,0,0,18.5406,19.4217,0,2.5483,6.90881,BAS,./data/den312d/den312d.map
120,25.1829,1, 143,283,1652005,24224493,21964108,0,10827.9,5850.25,0,0.048046,0,0,23.5835,25.1654,0,4.04246,8.40775,BAS,./data/den312d/den312d.map
130,32.201,1, 160,316,2038046,30068386,27650198,0,12518.9,6348.71,0,0.042549,0,0,30.5264,32.1833,0,4.6806,10.9337,BAS,./data/den312d/den312d.map
140,38.8064,1, 187,367,2668868,37412003,34222698,0,14233.3,6810.49,0,0.073096,0,0,36.5236,38.7778,0,5.83343,13.1403,BAS,./data/den312d/den312d.map
150,50.7875,1, 184,361,2776956,45558679,42456907,0,20760.4,7255.08,0,0.064991,0,0,48.1049,50.7627,0,6.99467,17.2459,BAS,./data/den312d/den312d.map
160,59.6895,1, 198,394,3087484,48893966,45453185,0,19940,7625.83,0,0.065216,0,0,56.4678,59.6622,0,8.27573,20.2007,BAS,./data/den312d/den312d.map
170,202.693,1, 252,474,9959086,172197072,161332953,0,29338.9,8133.37,0,0.154178,0,0,192.244,202.66,0,28.749,67.9294,BAS,./data/den312d/den312d.map
180,136.457,1, 236,454,7542644,113724448,105541595,0,28876,8656.1,0,0.126065,0,0,127.811,136.421,0,20.7398,43.6819,BAS,./data/den312d/den312d.map
190,305.871,0, 452,668,0,0,235113698,0,-2,9099.72,0,0.300994,0,0,284.067,305.801,0,49.7215,92.6469,BAS,./data/den312d/den312d.map
