#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.003844,1, 6,10,442,1413,446,0,490.776,459.987,0,0.000154,0,0,0.00197328,0.002357,0,0.0013685,0.000270235,BAS,./data/den312d/den312d.map
20,0.013469,1, 15,28,1400,4681,1369,0,1043.44,937.056,0,0.001077,0,0,0.00693812,0.010826,0,0.00497764,0.000930603,BAS,./data/den312d/den312d.map
30,0.042335,1, 30,58,6804,32162,17838,0,1697.21,1443.3,0,0.002401,0,0,0.0290619,0.038987,0,0.0144265,0.00613607,BAS,./data/den312d/den312d.map
40,0.274349,1, 43,84,24027,243492,201310,0,2458.03,1963.42,0,0.005907,0,0,0.238181,0.268569,0,0.0547964,0.080319,BAS,./data/den312d/den312d.map
50,1.20646,1, 60,118,68448,1113435,1004524,0,3099.96,2447.52,0,0.00682,0,0,1.12382,1.20133,0,0.16746,0.412613,BAS,./data/den312d/den312d.map
60,1.1164,1, 81,160,104895,1109625,932712,0,3982.25,2883.02,0,0.012993,0,0,0.993443,1.11026,0,0.213262,0.343829,BAS,./data/den312d/den312d.map
70,2.3861,1, 94,186,236452,2524830,2130354,0,4959.08,3467.85,0,0.017304,0,0,2.17109,2.37676,0,0.503966,0.732206,BAS,./data/den312d/den312d.map
80,4.51037,1, 105,208,354514,4501245,3945087,0,6109.22,3957.21,0,0.024476,0,0,4.15612,4.49576,0,0.791104,1.45657,BAS,./data/den312d/den312d.map
90,5.50016,1, 120,238,335063,5168729,4659405,0,7073.82,4370.18,0,0.024131,0,0,5.09515,5.48464,0,0.893718,1.79979,BAS,./data/den312d/den312d.map
100,5.99614,1, 135,268,474585,5853919,5111205,0,7883.34,4885.03,0,0.034712,0,0,5.44014,5.97772,0,1.1196,1.86104,BAS,./data/den312d/den312d.map
110,11.4196,1, 149,294,718107,10627154,9634105,0,9711.35,5331.83,0,0.035302,0,0,10.6622,11.4046,0,1.69946,3.83491,BAS,./data/den312d/den312d.map
120,55.9851,1, 173,329,3275061,53970898,49792049,0,11906,5830.41,0,0.072724,0,0,53.5599,55.9668,0,7.78886,19.9841,BAS,./data/den312d/den312d.map
130,300.059,0, 4187,4339,0,0,263844734,0,-2,6259.63,0,0.329943,0,0,282.834,299.992,0,47.7834,102.904,BAS,./data/den312d/den312d.map
140,300.907,0, 488,683,0,0,263872160,0,-2,6793.8,0,0.502043,0,0,283.749,300.873,0,49.6633,100.834,BAS,./data/den312d/den312d.map
150,301.574,0, 516,690,0,0,251305431,0,-2,7263.53,0,0.405436,0,0,285.825,301.535,0,43.2126,104.095,BAS,./data/den312d/den312d.map
160,301.806,0, 442,641,0,0,251248542,0,-2,7642.49,0,0.263772,0,0,287.626,301.752,0,42.097,105.323,BAS,./data/den312d/den312d.map
170,300.773,0, 297,500,0,0,248708880,0,-2,8161.3,0,0.427411,0,0,281.152,300.733,0,46.3427,98.8519,BAS,./data/den312d/den312d.map
180,302.053,0, 380,587,0,0,247205783,0,-2,8630.14,0,0.478335,0,0,281.689,302.008,0,46.0696,99.7229,BAS,./data/den312d/den312d.map
190,300.946,0, 398,629,0,0,246939670,0,-2,9141.48,0,0.338557,0,0,283.166,300.894,0,44.5937,99.0508,BAS,./data/den312d/den312d.map
