#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002152,1, 4,6,291,942,276,0,341.181,322.869,0,6.2e-05,0,0,0.00119493,0.00135,0,0.00079545,0.000189589,BAS,./data/den312d/den312d.map
20,0.024895,1, 17,32,3846,20455,13375,0,799.978,702.764,0,0.000823,0,0,0.0186153,0.023307,0,0.00662798,0.00500449,BAS,./data/den312d/den312d.map
30,0.093342,1, 27,52,13602,99832,76457,0,1564.53,1244.66,0,0.001541,0,0,0.0810461,0.091188,0,0.0212653,0.0267293,BAS,./data/den312d/den312d.map
40,7.75111,1, 731,770,613446,7070704,6104002,0,2200.42,1769.93,0,0.081354,0,0,7.12524,7.74434,0,1.18464,2.63811,BAS,./data/den312d/den312d.map
50,0.367685,1, 53,102,47550,358858,277036,0,3099.26,2262.35,0,0.005335,0,0,0.319921,0.362113,0,0.0818543,0.105398,BAS,./data/den312d/den312d.map
60,0.45077,1, 66,128,49383,466078,378937,0,3670.37,2680.12,0,0.00793,0,0,0.389701,0.444647,0,0.0999283,0.127562,BAS,./data/den312d/den312d.map
70,0.850035,1, 76,149,87099,885923,738210,0,4684.74,3189.16,0,0.010275,0,0,0.755843,0.843509,0,0.176007,0.255693,BAS,./data/den312d/den312d.map
80,2.55457,1, 92,181,196527,2475798,2168128,0,5649.24,3687.9,0,0.012576,0,0,2.31893,2.5436,0,0.471383,0.792396,BAS,./data/den312d/den312d.map
90,6.2043,1, 119,233,423284,6174224,5525564,0,7019.17,4145.1,0,0.021795,0,0,5.7489,6.19421,0,1.01163,2.06556,BAS,./data/den312d/den312d.map
100,300.76,0, 982,1111,0,0,265977131,0,-2,4626.33,0,0.661528,0,0,281.556,300.73,0,52.3239,98.8037,BAS,./data/den312d/den312d.map
110,16.3633,1, 143,282,1101422,16674420,15098333,0,9091.81,5082.61,0,0.042982,0,0,15.3073,16.3489,0,2.69289,5.43226,BAS,./data/den312d/den312d.map
120,301.656,0, 1196,1330,0,0,271438631,0,-2,5557.91,0,0.467195,0,0,284.189,301.618,0,50.5521,100.005,BAS,./data/den312d/den312d.map
130,300.01,0, 3128,3251,0,0,268677137,0,-2,5914.84,0,0.241221,0,0,286.302,299.963,0,43.6183,105.121,BAS,./data/den312d/den312d.map
140,35.8562,1, 235,418,1918612,32824180,30159542,0,12061.6,6458.38,0,0.063767,0,0,33.5078,35.8307,0,5.47972,11.7642,BAS,./data/den312d/den312d.map
150,30.6989,1, 187,362,2049246,31045841,28267773,0,13110.2,6935.86,0,0.064949,0,0,28.6261,30.6773,0,5.1309,10.0518,BAS,./data/den312d/den312d.map
160,301.171,0, 305,498,0,0,243531224,0,-2,7382.77,0,0.330116,0,0,284.921,301.135,0,43.1128,102.629,BAS,./data/den312d/den312d.map
170,57.0607,1, 222,440,2958233,50647472,46979622,0,17935.2,7881.38,0,0.0886,0,0,53.5032,57.0234,0,8.38591,18.7501,BAS,./data/den312d/den312d.map
180,203.193,1, 281,523,10254837,177245356,165500143,0,22219.1,8280.74,0,0.195703,0,0,191.777,203.149,0,29.8427,66.6282,BAS,./data/den312d/den312d.map
190,300.101,0, 730,957,0,0,232358563,0,-2,8835.45,0,0.256731,0,0,280.637,300.035,0,46.1235,94.116,BAS,./data/den312d/den312d.map
