#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.020744,1, 4,6,2421,10947,6849,0,499.407,465.775,0,7.9e-05,0,0,0.0146193,0.019087,0,0.00561986,0.00378817,BAS,./data/random-64-64-10/random-64-64-10.map
20,0.059073,1, 15,28,3395,15916,9802,0,1081.73,941.525,0,0.00134,0,0,0.0775382,0.054442,0,0.0299924,0.0200281,BAS,./data/random-64-64-10/random-64-64-10.map
30,0.021194,1, 29,56,3679,13936,6381,0,1672.28,1474.35,0,0.002968,0,0,0.0118937,0.018775,0,0.00590259,0.0027809,BAS,./data/random-64-64-10/random-64-64-10.map
40,0.110993,1, 42,82,8886,39702,21907,0,2261.32,1901.08,0,0.006763,0,0,0.0895182,0.105739,0,0.0435405,0.0260621,BAS,./data/random-64-64-10/random-64-64-10.map
50,0.230903,1, 51,100,13701,77554,50951,0,2794.47,2375.86,0,0.007871,0,0,0.145442,0.22178,0,0.0704901,0.0355884,BAS,./data/random-64-64-10/random-64-64-10.map
60,0.742962,1, 71,139,25216,164681,118092,0,3563.96,2857.41,0,0.016111,0,0,0.46827,0.729546,0,0.217919,0.107079,BAS,./data/random-64-64-10/random-64-64-10.map
70,0.77531,1, 85,168,34197,247035,184038,0,4159.69,3251.82,0,0.018885,0,0,0.525701,0.762331,0,0.20364,0.119122,BAS,./data/random-64-64-10/random-64-64-10.map
80,0.85118,1, 103,203,62918,456302,345146,0,4666.33,3718.13,0,0.026544,0,0,0.633938,0.839958,0,0.197251,0.181143,BAS,./data/random-64-64-10/random-64-64-10.map
90,1.78399,1, 119,236,71639,542569,413816,0,5412.4,4167.9,0,0.034245,0,0,1.1264,1.76318,0,0.486013,0.234869,BAS,./data/random-64-64-10/random-64-64-10.map
100,2.72936,1, 131,256,86876,725630,572715,0,6415.12,4700.41,0,0.037447,0,0,1.77011,2.7051,0,0.660027,0.319895,BAS,./data/random-64-64-10/random-64-64-10.map
110,4.08729,1, 145,280,111494,761216,558579,0,6876.92,5093.2,0,0.060336,0,0,2.66713,4.05357,0,1.13473,0.43182,BAS,./data/random-64-64-10/random-64-64-10.map
120,2.65897,1, 168,325,121643,836122,610895,0,7615.59,5576.41,0,0.055315,0,0,1.69151,2.62871,0,0.70675,0.345708,BAS,./data/random-64-64-10/random-64-64-10.map
130,300.008,0, 2952,3097,0,0,83305654,0,-2,5970.99,0,2.69578,0,0,196.212,299.821,0,69.4991,42.4952,BAS,./data/random-64-64-10/random-64-64-10.map
140,2.63182,1, 181,348,198066,1492536,1157140,0,8489.21,6315.15,0,0.061464,0,0,1.81647,2.6003,0,0.57482,0.461109,BAS,./data/random-64-64-10/random-64-64-10.map
150,4.31098,1, 171,338,132265,882177,647108,0,9169.88,6764.48,0,0.073061,0,0,2.23621,4.26857,0,0.981309,0.378551,BAS,./data/random-64-64-10/random-64-64-10.map
160,12.8326,1, 200,383,191016,1533926,1207214,0,10129.6,7200.67,0,0.149315,0,0,7.77396,12.7391,0,2.71467,1.24129,BAS,./data/random-64-64-10/random-64-64-10.map
170,5.38327,1, 230,446,223790,1611410,1216703,0,10863.3,7711.13,0,0.114043,0,0,2.89873,5.31483,0,1.20166,0.581033,BAS,./data/random-64-64-10/random-64-64-10.map
180,14.9399,1, 271,503,540552,4365708,3458058,0,11696.7,8204.62,0,0.155739,0,0,9.47591,14.8736,0,3.15071,1.59758,BAS,./data/random-64-64-10/random-64-64-10.map
190,16.546,1, 249,483,310764,2185830,1650791,0,12161.2,8589.4,0,0.198371,0,0,8.8204,16.454,0,3.50253,1.44316,BAS,./data/random-64-64-10/random-64-64-10.map
200,301.593,0, 2168,2405,0,0,48002161,0,-2,8962.53,0,3.394,0,0,147.608,301.248,0,66.1552,28.059,BAS,./data/random-64-64-10/random-64-64-10.map
210,300.285,0, 2835,3064,0,0,68180933,0,-2,9438.78,0,1.65297,0,0,174.873,299.756,0,71.0907,38.8403,BAS,./data/random-64-64-10/random-64-64-10.map
220,57.5572,1, 1051,1344,3976557,31486645,24484514,0,14686.7,9923.13,0,0.72595,0,0,36.0708,57.4208,0,13.6983,9.21516,BAS,./data/random-64-64-10/random-64-64-10.map
230,300.017,0, 10015,10274,0,0,76553081,0,-2,10391.7,0,2.25919,0,0,146.539,298.54,0,62.3473,31.9491,BAS,./data/random-64-64-10/random-64-64-10.map
240,300.003,0, 1729,2014,0,0,47137696,0,-2,10874.2,0,2.38767,0,0,165.104,299.504,0,61.7359,28.0587,BAS,./data/random-64-64-10/random-64-64-10.map
250,300.003,0, 8818,9059,0,0,60636749,0,-2,11299.5,0,2.2,0,0,140.003,298.285,0,59.3242,30.6396,BAS,./data/random-64-64-10/random-64-64-10.map
260,300.02,0, 2098,2359,0,0,66664746,0,-2,11684.8,0,1.10666,0,0,208.901,299.524,0,53.0425,35.9415,BAS,./data/random-64-64-10/random-64-64-10.map
270,300.988,0, 1850,2161,0,0,59016701,0,-2,12167.4,0,1.62983,0,0,169.837,300.511,0,72.6916,33.5162,BAS,./data/random-64-64-10/random-64-64-10.map
280,300.188,0, 2749,3041,0,0,52373127,0,-2,12607.4,0,3.17453,0,0,132.543,299.402,0,64.7785,27.5337,BAS,./data/random-64-64-10/random-64-64-10.map
