#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002134,1, 2,2,112,368,63,0,516.016,514.887,0,1.8e-05,0,0,0.000875115,0.00011,0,0.000696743,7.198e-05,BAS,./data/random-64-64-10/random-64-64-10.map
20,0.013466,1, 10,18,474,1653,363,0,1012.86,969.599,0,0.000715,0,0,0.0105997,0.009189,0,0.00958539,0.000474848,BAS,./data/random-64-64-10/random-64-64-10.map
30,0.018421,1, 23,44,1704,6356,2025,0,1522.01,1392.45,0,0.002722,0,0,0.00792981,0.015214,0,0.00509461,0.00138658,BAS,./data/random-64-64-10/random-64-64-10.map
40,0.037593,1, 38,74,2794,10640,3412,0,2032.7,1866.7,0,0.00754,0,0,0.0133234,0.032921,0,0.00812432,0.00259786,BAS,./data/random-64-64-10/random-64-64-10.map
50,0.10122,1, 52,102,5795,23131,10235,0,2595.52,2302.9,0,0.009555,0,0,0.0417751,0.093067,0,0.0247732,0.00894217,BAS,./data/random-64-64-10/random-64-64-10.map
60,0.512199,1, 72,142,22400,152009,112153,0,3210.59,2738.05,0,0.015963,0,0,0.301094,0.498932,0,0.124483,0.0809014,BAS,./data/random-64-64-10/random-64-64-10.map
70,0.186673,1, 67,131,16766,74789,41972,0,3663.05,3089.11,0,0.009725,0,0,0.102433,0.176768,0,0.0548317,0.0233453,BAS,./data/random-64-64-10/random-64-64-10.map
80,0.13341,1, 88,170,9583,40349,18798,0,4034.9,3436.23,0,0.017157,0,0,0.0504543,0.124261,0,0.0267631,0.0118541,BAS,./data/random-64-64-10/random-64-64-10.map
90,1.39829,1, 106,208,53032,327546,235201,0,4815.39,3867.59,0,0.026343,0,0,0.939697,1.37903,0,0.375431,0.206365,BAS,./data/random-64-64-10/random-64-64-10.map
100,2.44691,1, 116,227,63755,418296,308380,0,5473.55,4355.42,0,0.03914,0,0,1.61333,2.42153,0,0.58989,0.264882,BAS,./data/random-64-64-10/random-64-64-10.map
110,1.07621,1, 132,260,54706,322694,219303,0,6160.46,4805.58,0,0.036962,0,0,0.61873,1.05224,0,0.253991,0.137032,BAS,./data/random-64-64-10/random-64-64-10.map
120,1.29953,1, 142,277,71333,447345,319940,0,6780.84,5230.92,0,0.044189,0,0,0.806873,1.27508,0,0.282242,0.198849,BAS,./data/random-64-64-10/random-64-64-10.map
130,6.87108,1, 142,280,109261,900546,713510,0,7239.81,5615.57,0,0.075045,0,0,4.75406,6.80567,0,1.60102,0.811783,BAS,./data/random-64-64-10/random-64-64-10.map
140,1.17925,1, 178,344,88979,668803,510640,0,7979.97,6121.24,0,0.047581,0,0,0.736714,1.15292,0,0.245185,0.200603,BAS,./data/random-64-64-10/random-64-64-10.map
150,4.75282,1, 180,350,107455,792598,598631,0,8878.93,6563.03,0,0.084756,0,0,2.5359,4.69939,0,0.929053,0.426302,BAS,./data/random-64-64-10/random-64-64-10.map
160,9.24575,1, 213,418,206014,1531178,1163576,0,9554.85,6961.76,0,0.165408,0,0,5.03327,9.14244,0,2.10641,0.901404,BAS,./data/random-64-64-10/random-64-64-10.map
170,8.96505,1, 248,472,310870,2643786,2098565,0,10263.1,7353.5,0,0.138152,0,0,5.36608,8.90427,0,2.0714,1.13591,BAS,./data/random-64-64-10/random-64-64-10.map
180,10.5269,1, 220,428,323213,2644021,2114067,0,10878.3,7788.86,0,0.1133,0,0,6.94793,10.4648,0,2.39926,1.23763,BAS,./data/random-64-64-10/random-64-64-10.map
190,300.009,0, 5439,5681,0,0,39742902,0,-2,8269.34,0,5.28934,0,0,142.53,299.034,0,62.184,25.5151,BAS,./data/random-64-64-10/random-64-64-10.map
200,10.8605,1, 262,511,335252,2769413,2194825,0,12419.3,8709.29,0,0.160074,0,0,6.2942,10.7815,0,2.32493,1.30124,BAS,./data/random-64-64-10/random-64-64-10.map
210,46.4877,1, 327,616,953886,7856352,6284786,0,13308.8,9133.05,0,0.382433,0,0,27.6829,46.3724,0,10.0523,4.49235,BAS,./data/random-64-64-10/random-64-64-10.map
220,300.17,0, 567,847,0,0,49830817,0,-2,9651.5,0,3.45705,0,0,161.15,300.023,0,68.6557,28.9703,BAS,./data/random-64-64-10/random-64-64-10.map
230,14.3156,1, 309,593,503282,4219577,3342609,0,14516.9,10041.6,0,0.204747,0,0,8.05616,14.2224,0,3.19758,1.70107,BAS,./data/random-64-64-10/random-64-64-10.map
240,25.282,1, 303,586,520183,4142514,3262889,0,15489.7,10427.2,0,0.273304,0,0,13.9574,25.1298,0,5.25996,2.1616,BAS,./data/random-64-64-10/random-64-64-10.map
250,300.059,0, 1994,2294,0,0,61000414,0,-2,10973.3,0,2.72163,0,0,147.481,299.54,0,65.0044,34.4446,BAS,./data/random-64-64-10/random-64-64-10.map
260,301.119,0, 776,1096,0,0,51319005,0,-2,11463.6,0,2.48707,0,0,168.884,300.863,0,64.7143,30.882,BAS,./data/random-64-64-10/random-64-64-10.map
270,300.527,0, 857,1217,0,0,53085816,0,-2,11940.5,0,3.27461,0,0,173.017,300.25,0,64.5663,32.5367,BAS,./data/random-64-64-10/random-64-64-10.map
280,100.548,1, 412,778,1863653,15818572,12756989,0,19618.4,12436.4,0,0.730722,0,0,59.7098,100.362,0,22.1469,9.77755,BAS,./data/random-64-64-10/random-64-64-10.map
