#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.012798,1, 5,8,1341,5440,2883,0,448.926,403.606,0,0.000109,0,0,0.0093749,0.011096,0,0.00457312,0.0020962,BAS,./data/random-64-64-10/random-64-64-10.map
20,0.023542,1, 12,22,2808,11449,6041,0,990.622,913.287,0,0.000761,0,0,0.0154266,0.021119,0,0.00761576,0.00380109,BAS,./data/random-64-64-10/random-64-64-10.map
30,0.020396,1, 22,42,1815,6270,2094,0,1377.98,1292.37,0,0.002004,0,0,0.0104846,0.016875,0,0.0070995,0.00164334,BAS,./data/random-64-64-10/random-64-64-10.map
40,0.022295,1, 26,50,4306,17153,8707,0,1871.68,1723.44,0,0.002194,0,0,0.0128919,0.019702,0,0.00580359,0.00309926,BAS,./data/random-64-64-10/random-64-64-10.map
50,0.092337,1, 46,90,5354,23567,12832,0,2333.6,2122.93,0,0.00585,0,0,0.0457349,0.085137,0,0.0217669,0.0117142,BAS,./data/random-64-64-10/random-64-64-10.map
60,0.256818,1, 64,124,22910,116019,74808,0,3060.53,2614.07,0,0.009877,0,0,0.166396,0.248189,0,0.0738609,0.045559,BAS,./data/random-64-64-10/random-64-64-10.map
70,0.295672,1, 73,143,24412,141175,98045,0,3587.93,3001.21,0,0.010224,0,0,0.198336,0.28785,0,0.0741055,0.0460069,BAS,./data/random-64-64-10/random-64-64-10.map
80,0.464283,1, 88,172,33309,187318,124939,0,4188.26,3373.43,0,0.021377,0,0,0.329485,0.452522,0,0.122067,0.076288,BAS,./data/random-64-64-10/random-64-64-10.map
90,1.04818,1, 103,201,34295,224168,158173,0,4773.23,3847.57,0,0.027084,0,0,0.632062,1.02365,0,0.269803,0.135077,BAS,./data/random-64-64-10/random-64-64-10.map
100,0.821057,1, 114,225,28629,156468,102681,0,5259.28,4247.95,0,0.02972,0,0,0.451251,0.798807,0,0.198765,0.0889702,BAS,./data/random-64-64-10/random-64-64-10.map
110,1.68816,1, 130,257,60491,384057,274814,0,6288.03,4738.07,0,0.038966,0,0,1.03383,1.66683,0,0.406499,0.194291,BAS,./data/random-64-64-10/random-64-64-10.map
120,1.12637,1, 145,283,75074,456182,319826,0,6757.3,5136.01,0,0.043957,0,0,0.708905,1.10627,0,0.274627,0.184683,BAS,./data/random-64-64-10/random-64-64-10.map
130,4.23573,1, 186,351,122950,833026,610201,0,7645.66,5684.59,0,0.0838,0,0,2.36102,4.19311,0,1.00258,0.414169,BAS,./data/random-64-64-10/random-64-64-10.map
140,2.47092,1, 177,339,181213,1376595,1062904,0,8390.4,6134.51,0,0.047684,0,0,1.77436,2.45279,0,0.584929,0.455028,BAS,./data/random-64-64-10/random-64-64-10.map
150,7.37177,1, 183,344,195216,1438623,1110161,0,8947.34,6495.55,0,0.092331,0,0,4.58278,7.33283,0,1.61722,0.72107,BAS,./data/random-64-64-10/random-64-64-10.map
160,8.98281,1, 212,400,222094,1540321,1159091,0,9519.59,6911.51,0,0.12903,0,0,5.18799,8.89428,0,1.94888,0.911861,BAS,./data/random-64-64-10/random-64-64-10.map
170,8.62819,1, 230,444,297571,2177716,1668216,0,10337.3,7317.13,0,0.145483,0,0,5.02691,8.51935,0,2.09681,1.05584,BAS,./data/random-64-64-10/random-64-64-10.map
180,5.62795,1, 221,421,233881,1581576,1171440,0,10674.3,7722.91,0,0.089676,0,0,3.09053,5.5748,0,1.34291,0.604346,BAS,./data/random-64-64-10/random-64-64-10.map
190,24.6047,1, 254,482,514468,4222140,3377741,0,11909.4,8142.65,0,0.215536,0,0,15.1878,24.5262,0,5.33625,2.49434,BAS,./data/random-64-64-10/random-64-64-10.map
200,10.6237,1, 246,469,389146,2911095,2286301,0,12583,8624.89,0,0.145664,0,0,6.24081,10.5537,0,2.26695,1.27209,BAS,./data/random-64-64-10/random-64-64-10.map
210,300.068,0, 2213,2455,0,0,64360678,0,-2,9129.39,0,3.84472,0,0,170.015,299.651,0,65.5041,36.2996,BAS,./data/random-64-64-10/random-64-64-10.map
220,15.9266,1, 302,571,660048,4933748,3853901,0,14257.5,9577.52,0,0.206751,0,0,9.66335,15.8327,0,3.48275,2.2602,BAS,./data/random-64-64-10/random-64-64-10.map
230,300.862,0, 2710,3026,0,0,70491412,0,-2,9968.94,0,3.12924,0,0,165.738,300.381,0,69.4944,35.8236,BAS,./data/random-64-64-10/random-64-64-10.map
240,84.6775,1, 371,679,1956333,15606263,12355777,0,15686.3,10375.7,0,0.680622,0,0,47.223,84.515,0,19.0608,7.70006,BAS,./data/random-64-64-10/random-64-64-10.map
250,12.3496,1, 346,654,633331,4634520,3523324,0,16209.1,10828.6,0,0.247443,0,0,6.74424,12.2433,0,2.68928,1.67031,BAS,./data/random-64-64-10/random-64-64-10.map
260,300.618,0, 1177,1469,0,0,48031928,0,-2,11326.5,0,2.6677,0,0,161.378,300.299,0,71.8464,30.4086,BAS,./data/random-64-64-10/random-64-64-10.map
270,301.128,0, 873,1203,0,0,61549877,0,-2,11698.6,0,1.49681,0,0,188.772,300.886,0,67.186,34.6316,BAS,./data/random-64-64-10/random-64-64-10.map
280,300.317,0, 1137,1478,0,0,45669329,0,-2,12123.8,0,2.40689,0,0,154.037,299.94,0,74.1941,28.8851,BAS,./data/random-64-64-10/random-64-64-10.map
