#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.0015,1, 2,2,73,238,41,0,203.166,203.166,0,1.1e-05,0,0,0.000848963,0.000446,0,0.000674853,0.000102788,BAS,./data/empty-32-32/empty-32-32.map
20,0.012359,1, 9,16,620,1741,372,0,485.087,441.878,0,0.000356,0,0,0.00722623,0.009173,0,0.00546136,0.000784263,BAS,./data/empty-32-32/empty-32-32.map
30,0.016127,1, 27,51,1203,4732,1701,0,794.369,688.249,0,0.000965,0,0,0.00805157,0.01384,0,0.00587297,0.00116089,BAS,./data/empty-32-32/empty-32-32.map
40,0.030738,1, 39,75,2421,8594,3213,0,1052.99,883.413,0,0.001638,0,0,0.0156169,0.02708,0,0.0113571,0.00231252,BAS,./data/empty-32-32/empty-32-32.map
50,0.233664,1, 68,132,10930,49044,25990,0,1491.09,1145.11,0,0.00499,0,0,0.205907,0.227435,0,0.136017,0.0354535,BAS,./data/empty-32-32/empty-32-32.map
60,0.136384,1, 83,161,7413,35151,18122,0,1802.41,1381.72,0,0.005277,0,0,0.0720581,0.128925,0,0.0458596,0.0137772,BAS,./data/empty-32-32/empty-32-32.map
70,0.154423,1, 87,163,10786,52786,29192,0,2052.6,1572.94,0,0.004624,0,0,0.0848277,0.147446,0,0.056454,0.0147634,BAS,./data/empty-32-32/empty-32-32.map
80,0.226472,1, 101,193,11152,53145,28423,0,2359.89,1768.74,0,0.007059,0,0,0.109352,0.21711,0,0.0709788,0.0204484,BAS,./data/empty-32-32/empty-32-32.map
90,300.009,0, 26670,26778,0,0,26131278,0,-2,2007.19,0,4.63424,0,0,90.8521,298.306,0,62.2185,14.1133,BAS,./data/empty-32-32/empty-32-32.map
100,0.478267,1, 137,256,43982,240948,152993,0,3101.02,2211.19,0,0.011874,0,0,0.318281,0.469857,0,0.149922,0.081665,BAS,./data/empty-32-32/empty-32-32.map
110,300.013,0, 15022,15132,0,0,60235041,0,-2,2402,0,1.86863,0,0,164.943,298.991,0,74.4885,45.2206,BAS,./data/empty-32-32/empty-32-32.map
120,300.011,0, 31180,31302,0,0,44969362,0,-2,2620.86,0,1.41838,0,0,129.884,297.683,0,64.6634,34.1593,BAS,./data/empty-32-32/empty-32-32.map
130,35.3583,1, 1662,1814,2114727,14560213,10412695,0,4370.32,2827.99,0,0.208452,0,0,19.6971,35.2102,0,9.4397,5.34317,BAS,./data/empty-32-32/empty-32-32.map
140,300.007,0, 9374,9531,0,0,36271838,0,-2,3018.96,0,1.98339,0,0,138.088,298.598,0,77.7973,29.4843,BAS,./data/empty-32-32/empty-32-32.map
