#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002666,1, 6,10,190,565,97,0,245.642,226.954,0,5.7e-05,0,0,0.00153209,0.001486,0,0.00126892,0.000116589,BAS,./data/empty-32-32/empty-32-32.map
20,0.00938,1, 14,25,521,1665,440,0,490.499,443.331,0,0.000456,0,0,0.00477635,0.007087,0,0.00379118,0.00048938,BAS,./data/empty-32-32/empty-32-32.map
30,0.013703,1, 24,43,1098,3485,1004,0,744.539,652.362,0,0.000711,0,0,0.00724107,0.011044,0,0.00569863,0.000795258,BAS,./data/empty-32-32/empty-32-32.map
40,0.065424,1, 48,93,2020,7882,2893,0,1078.4,892.386,0,0.003288,0,0,0.0523432,0.060002,0,0.0356337,0.00527955,BAS,./data/empty-32-32/empty-32-32.map
50,0.113883,1, 63,118,3944,15158,6135,0,1371.25,1125.18,0,0.005829,0,0,0.0564106,0.10629,0,0.0383657,0.00911379,BAS,./data/empty-32-32/empty-32-32.map
60,0.138706,1, 74,143,7323,31220,14959,0,1786.91,1370.84,0,0.004575,0,0,0.0760062,0.130698,0,0.0528169,0.0107913,BAS,./data/empty-32-32/empty-32-32.map
70,0.230076,1, 89,173,12079,68312,42158,0,2054.46,1587.65,0,0.006636,0,0,0.126045,0.221864,0,0.0799909,0.0233512,BAS,./data/empty-32-32/empty-32-32.map
80,0.21601,1, 105,203,17709,85327,47562,0,2363.14,1752.27,0,0.005899,0,0,0.121737,0.207589,0,0.0738789,0.0241532,BAS,./data/empty-32-32/empty-32-32.map
90,0.683583,1, 124,232,20248,117442,73077,0,2784.54,1984.92,0,0.016643,0,0,0.452454,0.659404,0,0.256217,0.105205,BAS,./data/empty-32-32/empty-32-32.map
100,0.304003,1, 129,246,27139,172626,116461,0,3119.56,2194.12,0,0.00902,0,0,0.191699,0.295776,0,0.0896245,0.0499406,BAS,./data/empty-32-32/empty-32-32.map
110,0.831561,1, 148,286,25096,144072,88701,0,3314.69,2408.12,0,0.021748,0,0,0.449907,0.812651,0,0.255422,0.10174,BAS,./data/empty-32-32/empty-32-32.map
120,300.077,0, 4501,4641,0,0,41706917,0,-2,2621,0,2.13603,0,0,140.407,299.552,0,82.0805,27.2009,BAS,./data/empty-32-32/empty-32-32.map
130,300.006,0, 16492,16634,0,0,78168936,0,-2,2862.88,0,1.77891,0,0,165.034,299.032,0,82.9995,39.5717,BAS,./data/empty-32-32/empty-32-32.map
140,300.098,0, 1833,2000,0,0,41951728,0,-2,3107.92,0,2.0628,0,0,156.012,299.769,0,84.3648,30.8569,BAS,./data/empty-32-32/empty-32-32.map
