#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.001384,1, 2,2,59,199,30,0,214.222,213.965,0,8e-06,0,0,0.000651579,0.000215,0,0.000514558,4.5967e-05,BAS,./data/empty-32-32/empty-32-32.map
20,0.010244,1, 13,23,323,1378,462,0,501.182,447.522,0,0.000409,0,0,0.00488221,0.007693,0,0.00325,0.000897518,BAS,./data/empty-32-32/empty-32-32.map
30,0.025137,1, 29,56,1069,3505,995,0,716.117,647.756,0,0.001054,0,0,0.0112045,0.022031,0,0.00853138,0.00140579,BAS,./data/empty-32-32/empty-32-32.map
40,0.050635,1, 41,78,2731,10346,4143,0,1091.03,876.768,0,0.002034,0,0,0.0284147,0.046915,0,0.0196234,0.00466556,BAS,./data/empty-32-32/empty-32-32.map
50,0.123689,1, 50,97,2968,10801,4047,0,1352.43,1102.67,0,0.004704,0,0,0.0622933,0.115684,0,0.0453857,0.00766242,BAS,./data/empty-32-32/empty-32-32.map
60,0.129085,1, 76,148,7950,33700,16325,0,1740.77,1341.97,0,0.004997,0,0,0.0703249,0.123148,0,0.0466813,0.012369,BAS,./data/empty-32-32/empty-32-32.map
70,0.241233,1, 99,195,9324,46591,25728,0,2056.61,1536.61,0,0.006382,0,0,0.15768,0.233625,0,0.116057,0.0218117,BAS,./data/empty-32-32/empty-32-32.map
80,0.317657,1, 108,206,17944,96726,59543,0,2441.42,1775.96,0,0.009788,0,0,0.180714,0.307712,0,0.10435,0.0377488,BAS,./data/empty-32-32/empty-32-32.map
90,0.54206,1, 115,220,22046,128464,84752,0,2849.8,2015.8,0,0.010772,0,0,0.312649,0.529044,0,0.172913,0.0661841,BAS,./data/empty-32-32/empty-32-32.map
100,0.391002,1, 139,270,46552,299298,205307,0,3284.06,2230.87,0,0.008559,0,0,0.274934,0.384835,0,0.126092,0.069446,BAS,./data/empty-32-32/empty-32-32.map
110,2.64674,1, 183,303,151454,931763,630697,0,3831.91,2489.43,0,0.055384,0,0,1.69852,2.6232,0,0.914143,0.39315,BAS,./data/empty-32-32/empty-32-32.map
120,300.042,0, 15098,15228,0,0,56104663,0,-2,2751.14,0,1.2166,0,0,147.604,298.649,0,82.5012,31.0157,BAS,./data/empty-32-32/empty-32-32.map
130,300.013,0, 12908,13062,0,0,86407124,0,-2,3009.67,0,1.76728,0,0,170.982,298.885,0,81.2362,44.7169,BAS,./data/empty-32-32/empty-32-32.map
140,300.023,0, 15405,15564,0,0,42922077,0,-2,3175.32,0,1.27151,0,0,134.574,297.806,0,66.5866,35.6466,BAS,./data/empty-32-32/empty-32-32.map
