#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002076,1, 4,6,188,557,92,0,240.365,225.415,0,3.6e-05,0,0,0.00141946,0.001199,0,0.00116221,0.000131596,BAS,./data/empty-32-32/empty-32-32.map
20,0.004102,1, 7,12,218,859,258,0,496.424,462.441,0,0.000163,0,0,0.00205582,0.002191,0,0.00152396,0.000274022,BAS,./data/empty-32-32/empty-32-32.map
30,0.020765,1, 24,45,1181,4606,1825,0,801.316,727.67,0,0.001135,0,0,0.0107786,0.01737,0,0.00755267,0.00173741,BAS,./data/empty-32-32/empty-32-32.map
40,0.062484,1, 48,93,2916,11386,4601,0,1095.16,955.824,0,0.003632,0,0,0.0314567,0.053881,0,0.0218548,0.00492871,BAS,./data/empty-32-32/empty-32-32.map
50,0.074703,1, 65,127,4518,25129,14196,0,1467.61,1184.9,0,0.003216,0,0,0.0404889,0.070111,0,0.0254189,0.00771348,BAS,./data/empty-32-32/empty-32-32.map
60,0.120789,1, 81,160,6271,28909,14643,0,1701.37,1368.57,0,0.004849,0,0,0.0559136,0.113981,0,0.037849,0.00912406,BAS,./data/empty-32-32/empty-32-32.map
70,0.179096,1, 81,158,8621,45331,26332,0,2154.63,1607.35,0,0.006723,0,0,0.0867789,0.171487,0,0.0537863,0.0173759,BAS,./data/empty-32-32/empty-32-32.map
80,0.16719,1, 94,184,12281,81386,55092,0,2476.95,1830.6,0,0.005599,0,0,0.102183,0.161416,0,0.0540926,0.0231794,BAS,./data/empty-32-32/empty-32-32.map
90,0.403231,1, 112,219,17467,92692,53742,0,2853.84,2032.45,0,0.009729,0,0,0.274294,0.39207,0,0.152323,0.0807635,BAS,./data/empty-32-32/empty-32-32.map
100,0.480021,1, 133,256,37191,225212,149122,0,3416.04,2284.82,0,0.012185,0,0,0.317474,0.470101,0,0.150449,0.0828792,BAS,./data/empty-32-32/empty-32-32.map
110,13.6771,1, 839,968,535704,3403066,2365579,0,3688.65,2500.03,0,0.124075,0,0,6.82813,13.6005,0,3.95694,1.41217,BAS,./data/empty-32-32/empty-32-32.map
120,300.001,0, 23730,23846,0,0,51329575,0,-2,2693.77,0,1.51307,0,0,143.561,298.068,0,71.46,37.4829,BAS,./data/empty-32-32/empty-32-32.map
130,285.647,1, 19155,19310,14695034,93717362,66938207,0,4636.8,2906.27,0,1.63584,0,0,136.914,284.018,0,64.9422,38.0107,BAS,./data/empty-32-32/empty-32-32.map
140,300.025,0, 22537,22663,0,0,55526996,0,-2,3147.49,0,1.19537,0,0,151.115,297.514,0,71.2416,36.9004,BAS,./data/empty-32-32/empty-32-32.map
