#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002766,1, 3,4,96,315,51,0,228.757,223.194,0,3.5e-05,0,0,0.00158986,0.000747,0,0.00124152,0.000126268,BAS,./data/empty-32-32/empty-32-32.map
20,0.010108,1, 15,28,318,1141,288,0,489.395,463.414,0,0.00044,0,0,0.00450462,0.006998,0,0.00329581,0.000484877,BAS,./data/empty-32-32/empty-32-32.map
30,0.037106,1, 22,42,912,2985,757,0,744.973,689.207,0,0.001568,0,0,0.0203241,0.030446,0,0.013196,0.00431253,BAS,./data/empty-32-32/empty-32-32.map
40,0.073131,1, 43,84,1909,6329,1842,0,1054.87,931.373,0,0.003852,0,0,0.0384334,0.064447,0,0.0272184,0.00638026,BAS,./data/empty-32-32/empty-32-32.map
50,0.078589,1, 51,98,2483,9544,3656,0,1390.39,1172.16,0,0.003806,0,0,0.051042,0.072355,0,0.0284849,0.0163995,BAS,./data/empty-32-32/empty-32-32.map
60,0.121923,1, 74,138,4671,23399,12679,0,1673.73,1358.45,0,0.004414,0,0,0.0560773,0.114555,0,0.0370237,0.0104677,BAS,./data/empty-32-32/empty-32-32.map
70,0.232749,1, 99,181,9163,47052,26734,0,2039.27,1584.51,0,0.008589,0,0,0.115481,0.22531,0,0.0673995,0.0195557,BAS,./data/empty-32-32/empty-32-32.map
80,0.247504,1, 112,218,15451,96337,61879,0,2411.7,1795.02,0,0.008737,0,0,0.149035,0.240877,0,0.0769442,0.0362142,BAS,./data/empty-32-32/empty-32-32.map
90,0.486659,1, 135,254,32307,192163,127187,0,2880.64,2023.5,0,0.011012,0,0,0.290905,0.475791,0,0.171627,0.0584775,BAS,./data/empty-32-32/empty-32-32.map
100,0.36052,1, 145,265,35360,222197,148049,0,3226.03,2239,0,0.010196,0,0,0.230104,0.354285,0,0.113476,0.0551015,BAS,./data/empty-32-32/empty-32-32.map
110,300.004,0, 80262,80363,0,0,82658839,0,-2,2497.84,0,1.79986,0,0,136.579,297.497,0,61.4764,34.8072,BAS,./data/empty-32-32/empty-32-32.map
120,300.008,0, 8459,8602,0,0,44272602,0,-2,2712.94,0,2.97562,0,0,131.355,298.989,0,78.425,25.976,BAS,./data/empty-32-32/empty-32-32.map
130,300.002,0, 19362,19495,0,0,64083443,0,-2,2945.74,0,2.56934,0,0,133.357,298.557,0,65.4163,34.7011,BAS,./data/empty-32-32/empty-32-32.map
140,300.001,0, 12016,12144,0,0,69572888,0,-2,3151.69,0,1.92939,0,0,159.066,298.182,0,71.842,41.6318,BAS,./data/empty-32-32/empty-32-32.map
