#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.003185,1, 7,12,382,1335,340,0,699.878,677.48,0,0.000215,0,0,0.0014787,0.001641,0,0.00111441,0.000167356,BAS,./data/room-64-64-16/room-64-64-16.map
20,0.046948,1, 24,46,6164,26843,13020,0,1451.45,1297.14,0,0.002122,0,0,0.0295188,0.042083,0,0.0165437,0.00641375,BAS,./data/room-64-64-16/room-64-64-16.map
30,3.54648,1, 43,84,154586,1420836,1213526,0,2717.31,2140.23,0,0.006453,0,0,2.9496,3.53965,0,0.653761,0.553856,BAS,./data/room-64-64-16/room-64-64-16.map
40,2.51859,1, 56,110,50387,404511,309620,0,3890.32,3078.64,0,0.01944,0,0,1.78486,2.5009,0,0.668236,0.316581,BAS,./data/room-64-64-16/room-64-64-16.map
50,13.3286,1, 59,116,205440,2342660,2060017,0,4742.36,3484.17,0,0.017378,0,0,11.2838,13.3144,0,2.20422,1.58067,BAS,./data/room-64-64-16/room-64-64-16.map
60,287.9,1, 2136,2205,6791112,92064202,81244593,0,5585.65,4099.89,0,0.277562,0,0,229.748,287.806,0,71.5413,41.6793,BAS,./data/room-64-64-16/room-64-64-16.map
70,6.72051,1, 87,172,244118,2856205,2457980,0,6579.43,4601.88,0,0.036531,0,0,5.14718,6.70243,0,1.66965,1.34255,BAS,./data/room-64-64-16/room-64-64-16.map
80,32.0082,1, 122,234,528708,6701850,5947678,0,7564.98,5221.43,0,0.060815,0,0,26.0889,31.9812,0,6.26317,4.09575,BAS,./data/room-64-64-16/room-64-64-16.map
90,40.7354,1, 121,240,987624,16530079,15240693,0,9731.81,5801.63,0,0.067078,0,0,34.9532,40.7028,0,7.20192,7.25682,BAS,./data/room-64-64-16/room-64-64-16.map
100,260.274,1, 340,483,6635820,107519057,98161290,0,11344.1,6637.1,0,0.279278,0,0,219.311,260.223,0,51.9516,41.9595,BAS,./data/room-64-64-16/room-64-64-16.map
110,132.017,1, 233,367,2617553,50575906,46832303,0,12739.9,7553.32,0,0.110583,0,0,114.47,131.966,0,24.9302,21.5722,BAS,./data/room-64-64-16/room-64-64-16.map
120,43.0496,1, 154,304,1335124,24268721,22436248,0,14315,8082.17,0,0.079956,0,0,37.375,42.9966,0,7.52432,8.52258,BAS,./data/room-64-64-16/room-64-64-16.map
130,300.308,0, 333,489,0,0,99687076,0,-2,8897.37,0,0.246502,0,0,261.847,300.234,0,54.3617,50.9242,BAS,./data/room-64-64-16/room-64-64-16.map
140,218.84,1, 190,373,2734742,69851628,66250275,0,20132.9,9637.81,0,0.189571,0,0,195.543,218.783,0,37.9053,33.9729,BAS,./data/room-64-64-16/room-64-64-16.map
150,264.723,1, 213,414,3942265,92143006,86945747,0,23618.9,10315.2,0,0.218943,0,0,234.632,264.634,0,46.0446,40.7733,BAS,./data/room-64-64-16/room-64-64-16.map
160,311.61,0, 198,390,0,0,85031678,0,-2,11100.2,0,0.215549,0,0,278.277,311.539,0,57.6357,44.2968,BAS,./data/room-64-64-16/room-64-64-16.map
