#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.00156,1, 2,2,121,408,81,0,462.054,458.557,0,2.9e-05,0,0,0.000715515,0.000153,0,0.000586857,4.8019e-05,BAS,./data/room-64-64-16/room-64-64-16.map
20,0.026376,1, 16,30,1942,7051,2402,0,1316.18,1183.01,0,0.001323,0,0,0.0138895,0.020224,0,0.00898999,0.00235652,BAS,./data/room-64-64-16/room-64-64-16.map
30,0.468239,1, 33,64,20235,121062,81012,0,2446.86,2123.25,0,0.00822,0,0,0.325635,0.460662,0,0.129067,0.0648634,BAS,./data/room-64-64-16/room-64-64-16.map
40,4.7964,1, 46,90,97105,1239816,1084301,0,3949.59,2950.54,0,0.01506,0,0,3.87078,4.78317,0,0.852727,0.530353,BAS,./data/room-64-64-16/room-64-64-16.map
50,12.1824,1, 64,126,224150,2583977,2269874,0,5252.38,3520.43,0,0.023002,0,0,10.1969,12.1694,0,1.94762,1.36795,BAS,./data/room-64-64-16/room-64-64-16.map
60,7.48481,1, 72,142,223945,2506345,2179685,0,5932.38,4009.46,0,0.024819,0,0,6.20824,7.46591,0,1.397,1.24765,BAS,./data/room-64-64-16/room-64-64-16.map
70,10.28,1, 90,178,360416,4647574,4129583,0,6703.18,4563.76,0,0.030272,0,0,8.4931,10.2596,0,1.99692,1.86159,BAS,./data/room-64-64-16/room-64-64-16.map
80,22.2087,1, 96,190,427487,6049047,5437220,0,8229.01,5360.72,0,0.04605,0,0,18.5363,22.1827,0,4.05906,3.06048,BAS,./data/room-64-64-16/room-64-64-16.map
90,16.8535,1, 105,208,439817,6764668,6173756,0,10146.9,6066.14,0,0.043298,0,0,14.5283,16.8183,0,2.92439,3.13468,BAS,./data/room-64-64-16/room-64-64-16.map
100,70.765,1, 118,232,981147,17058439,15822757,0,11955.5,6897.22,0,0.084868,0,0,61.6091,70.7277,0,12.1614,8.59334,BAS,./data/room-64-64-16/room-64-64-16.map
110,30.3537,1, 147,292,1252108,20466383,18731888,0,12427.5,7363.87,0,0.071975,0,0,26.3698,30.3182,0,5.28506,6.73185,BAS,./data/room-64-64-16/room-64-64-16.map
120,32.4902,1, 150,296,1388828,22059429,20163516,0,14500.1,8061.92,0,0.071065,0,0,28.4665,32.4576,0,5.48489,7.2522,BAS,./data/room-64-64-16/room-64-64-16.map
130,199.858,1, 169,336,2561757,45767929,42540390,0,16446.1,8860.09,0,0.168542,0,0,175.273,199.8,0,34.6034,25.8004,BAS,./data/room-64-64-16/room-64-64-16.map
140,273.721,1, 186,366,4432355,77008506,71697240,0,21295.5,9552.58,0,0.215273,0,0,241.326,273.671,0,48.3683,39.0185,BAS,./data/room-64-64-16/room-64-64-16.map
150,241.423,1, 204,402,4508458,83784831,78374318,0,24537.4,10096,0,0.258072,0,0,213.186,241.343,0,41.7964,37.0596,BAS,./data/room-64-64-16/room-64-64-16.map
160,313.22,0, 210,415,0,0,83063481,0,-2,10620,0,0.179659,0,0,282.048,313.153,0,53.9287,44.8427,BAS,./data/room-64-64-16/room-64-64-16.map
