#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.001741,1, 1,0,46,154,21,0,428.181,428.181,0,0,0,0,0.000794172,0,0,0.000696158,4.73e-05,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
20,0.054014,1, 6,10,1426,4941,2573,0,1104.59,1007.12,0,0.000976,0,0,0.0320375,0.039315,0,0.0214328,0.00401746,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
30,0.031717,1, 13,24,2588,8247,4086,0,1824.38,1551.54,0,0.004025,0,0,0.0203613,0.025812,0,0.0125351,0.00408769,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
40,1.42238,1, 21,40,13163,98291,79057,0,2498.73,2131.95,0,0.013435,0,0,1.95376,1.39578,0,0.585007,0.226996,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
50,6.63792,1, 42,82,100900,1252878,1115358,0,3549.91,2733.34,0,0.023771,0,0,5.59336,6.60955,0,1.3972,0.948284,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
60,7.71381,1, 60,118,92617,991772,857549,0,4544.65,3330.04,0,0.03304,0,0,6.3427,7.69154,0,1.49833,0.76309,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
70,10.8124,1, 65,128,67938,1008545,906760,0,5395.8,4126.3,0,0.062635,0,0,9.23024,10.7795,0,2.01198,1.1732,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
80,41.8058,1, 88,171,170547,5145026,4907139,0,6075.61,4695.02,0,0.064365,0,0,37.1617,41.7713,0,5.66034,4.29782,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
90,38.5309,1, 98,193,184441,3185926,2922900,0,7164.58,5393.82,0,0.123854,0,0,33.3368,38.4578,0,6.51742,4.29995,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
100,13.5866,1, 132,260,131359,1065819,868245,0,7582.09,5860.62,0,0.194416,0,0,9.06914,13.5176,0,4.13434,1.05738,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
110,30.7995,1, 134,264,241626,3917588,3564426,0,8508.23,6377.81,0,0.124997,0,0,25.4176,30.7424,0,5.23357,2.49057,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
120,100.664,1, 148,284,376548,9947108,9413066,0,9546.39,6906.86,0,0.249616,0,0,88.4602,100.543,0,15.5215,11.2887,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
130,97.1363,1, 157,304,465847,12323619,11685428,0,10510.6,7268.91,0,0.170679,0,0,85.2245,97.0773,0,12.8017,10.1488,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
140,111.828,1, 174,334,598795,19535227,18670573,0,11601,7840.98,0,0.234579,0,0,98.9033,111.722,0,14.9873,14.9867,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
150,78.2388,1, 202,387,722451,17565780,16540574,0,12328.5,8316.38,0,0.204466,0,0,69.7244,78.1432,0,10.299,11.1114,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
160,259.089,1, 232,447,1124104,38802097,37227113,0,12955.3,8756.1,0,0.412439,0,0,232.763,258.964,0,34.3853,33.4022,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
170,300.275,0, 266,480,0,0,40149319,0,-2,9213.47,0,0.50834,0,0,261.639,300.149,0,45.845,38.7258,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
180,254.214,1, 230,442,879244,48469437,47224093,0,14402.2,9763.92,0,0.25635,0,0,236.396,254.124,0,26.7286,41.8266,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
190,182.76,1, 248,469,861343,33983296,32763861,0,15415,10221.1,0,0.418384,0,0,162.009,182.561,0,24.6142,25.6776,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
200,300.381,0, 381,595,0,0,120820789,0,-2,10683.7,0,0.315708,0,0,285.289,300.291,0,28.7386,78.752,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
