#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.008898,1, 1,0,50,174,26,0,471.503,471.503,0,0,0,0,0.00237823,0,0,0.00192098,0.000188841,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
20,0.008313,1, 3,4,222,826,225,0,1012.66,964.085,0,0.000414,0,0,0.00428064,0.002989,0,0.0031719,0.000605026,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
30,0.580481,1, 15,27,5599,49840,40683,0,1674.18,1526.91,0,0.004971,0,0,0.459639,0.56189,0,0.14123,0.0526697,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
40,1.00668,1, 27,52,16851,96820,70409,0,2485.58,2185.38,0,0.012089,0,0,0.752124,0.987859,0,0.294767,0.0944947,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
50,1.84376,1, 38,73,46709,504126,432739,0,3340.47,2736.45,0,0.016391,0,0,1.60864,1.83109,0,0.557559,0.316337,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
60,6.12363,1, 47,92,66667,669995,566286,0,4035.95,3337.41,0,0.028653,0,0,4.91255,6.10231,0,1.36396,0.61237,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
70,12.3075,1, 71,140,106631,1186957,1025823,0,5136.44,4044.8,0,0.05356,0,0,9.6744,12.2584,0,2.90432,1.03744,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
80,25.9785,1, 80,158,173854,2236570,1985599,0,5944,4550.75,0,0.085098,0,0,21.283,25.9273,0,5.3798,2.68362,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
90,12.7714,1, 100,194,120585,1225734,1042389,0,6657.54,5130.47,0,0.096495,0,0,9.65777,12.733,0,3.35141,1.06687,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
100,30.0295,1, 116,229,262946,4600586,4216107,0,7554.67,5614.28,0,0.114434,0,0,25.2678,29.9761,0,5.41252,3.37276,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
110,19.6658,1, 131,259,235182,2650227,2304602,0,7918.73,6190.76,0,0.120455,0,0,15.3197,19.6223,0,4.27665,1.59557,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
120,45.2898,1, 135,265,239551,4056528,3709771,0,9044.89,6725.49,0,0.206261,0,0,36.9011,45.191,0,8.74433,4.77939,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
130,36.6391,1, 169,331,330239,4652563,4158744,0,9769.91,7044.77,0,0.231858,0,0,28.6441,36.5184,0,8.03066,3.78194,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
140,39.3861,1, 170,335,328669,5849509,5363763,0,10429.9,7552.98,0,0.197872,0,0,31.4852,39.3088,0,7.64045,4.50857,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
150,66.3062,1, 184,358,425086,12723562,12103011,0,11553.6,8135.61,0,0.220831,0,0,56.4751,66.2043,0,10.3316,8.40402,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
160,148.45,1, 205,403,605375,18428649,17551650,0,12035,8671.73,0,0.364689,0,0,125.544,148.21,0,23.313,17.4759,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
170,212.136,1, 226,444,809498,30674623,29495351,0,13261,9171.31,0,0.353432,0,0,188.657,212.015,0,28.7969,32.8137,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
180,302.074,0, 325,526,0,0,55864293,0,-2,9691.64,0,0.523749,0,0,271.209,301.961,0,38.3238,45.4347,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
190,302.473,0, 1146,1344,0,0,46175974,0,-2,10250.1,0,0.546658,0,0,222.094,302.176,0,65.6024,38.2254,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
200,300.106,0, 2814,3025,0,0,132458051,0,-2,10730.2,0,1.17012,0,0,259.483,299.883,0,55.628,76.153,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
