#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002759,1, 3,4,179,576,215,0,429.14,427.64,0,9.3e-05,0,0,0.00136283,0.001177,0,0.000930606,0.000209708,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
20,0.01581,1, 6,10,354,1205,377,0,973.009,965.205,0,0.000809,0,0,0.00605389,0.007722,0,0.00465245,0.000702714,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
30,0.027063,1, 11,20,1146,4862,2702,0,1584.16,1538.48,0,0.00263,0,0,0.0155693,0.020188,0,0.00776972,0.00392985,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
40,0.18921,1, 29,56,5196,19722,11179,0,2393.11,2180.71,0,0.014397,0,0,0.0980831,0.171161,0,0.0551391,0.0217415,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
50,2.11145,1, 44,85,28744,196501,152517,0,3346.29,2851.41,0,0.025809,0,0,1.55574,2.08913,0,0.57701,0.171874,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
60,0.726389,1, 59,115,18618,74894,44386,0,3936.95,3386.93,0,0.047726,0,0,0.38473,0.698927,0,0.258233,0.0548983,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
70,4.0099,1, 76,149,32586,219946,168344,0,4979.14,4082.58,0,0.082871,0,0,3.5919,3.96414,0,1.52107,0.446059,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
80,17.3602,1, 82,159,115272,1225527,1049907,0,5969.52,4660.3,0,0.106356,0,0,17.0858,17.2864,0,5.73693,2.09296,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
90,24.8362,1, 101,200,147498,3095438,2875289,0,6879.37,5303.49,0,0.083549,0,0,20.7614,24.7953,0,4.48517,2.41895,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
100,23.3304,1, 121,236,159763,2690361,2452637,0,7559.18,5779.39,0,0.147889,0,0,19.7837,23.2064,0,4.66086,2.23334,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
110,13.6795,1, 141,276,153965,1195664,957497,0,8216.85,6363.3,0,0.178433,0,0,9.74333,13.5757,0,4.23113,1.22109,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
120,300.218,0, 1840,1962,0,0,52583779,0,-2,6888.54,0,0.840803,0,0,231.664,299.972,0,63.7745,33.0804,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
130,36.8496,1, 158,310,305061,4945088,4503356,0,10293.9,7306.12,0,0.214489,0,0,29.9747,36.7277,0,8.25729,3.64817,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
140,42.4905,1, 179,345,345969,5237378,4726992,0,11012.4,7958.5,0,0.278097,0,0,34.6962,42.3702,0,9.21637,4.41737,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
150,301.379,0, 387,563,0,0,57304132,0,-2,8420.35,0,1.01293,0,0,248.504,301.219,0,57.736,38.8474,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
160,199.842,1, 278,478,1107055,25013890,23439626,0,12720,8972.25,0,0.706775,0,0,165.747,199.721,0,34.2385,22.3071,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
170,20.171,1, 212,404,485052,7855768,7125090,0,13612.8,9433.47,0,0.198883,0,0,16.8327,20.0983,0,3.93849,4.13632,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
180,114.779,1, 230,435,824357,20110398,18885266,0,15080.1,9964.6,0,0.432392,0,0,96.3727,114.6,0,20.4153,16.4744,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
190,301.791,0, 279,509,0,0,51371866,0,-2,10409.4,0,0.64181,0,0,262.219,301.619,0,44.4796,41.4634,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
200,303.479,0, 2525,2709,0,0,135760964,0,-2,10944.2,0,1.17073,0,0,273.941,303.255,0,38.0508,78.7607,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
