#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.003345,1, 1,0,53,180,26,0,510.938,510.938,0,0,0,0,0.000845352,0,0,0.000743046,4.5431e-05,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
20,0.026147,1, 6,10,219,665,121,0,1014.47,1008.41,0,0.001051,0,0,0.0115503,0.013928,0,0.0102344,0.00056483,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
30,0.06024,1, 13,24,1493,4879,2198,0,1582.33,1518.32,0,0.003502,0,0,0.0252525,0.044011,0,0.0185964,0.00334097,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
40,0.52205,1, 26,50,18048,152249,124022,0,2270.43,2049.45,0,0.008473,0,0,0.402517,0.513005,0,0.109135,0.0856573,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
50,2.86654,1, 44,86,45998,248770,179352,0,3163.94,2538.26,0,0.026511,0,0,2.15229,2.82973,0,1.13764,0.228924,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
60,2.33777,1, 65,126,52685,350414,269668,0,3741.09,2991.23,0,0.037724,0,0,1.81348,2.31915,0,0.703287,0.239232,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
70,7.38224,1, 72,139,58258,386267,294823,0,4294.42,3592.75,0,0.074648,0,0,5.8155,7.33532,0,2.3681,0.870336,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
80,8.76968,1, 87,168,111071,884616,714684,0,5565.82,4249.73,0,0.071044,0,0,6.31906,8.73428,0,2.58692,0.691736,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
90,12.1857,1, 101,197,109856,1336519,1172732,0,6334.2,4900.1,0,0.091759,0,0,9.57489,12.1442,0,2.64371,1.07842,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
100,34.3477,1, 114,219,229457,3718416,3389570,0,7234.38,5439.2,0,0.123924,0,0,29.0796,34.2743,0,6.63115,3.25173,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
110,30.6275,1, 134,262,223970,4639242,4302833,0,8055.58,5923.06,0,0.104576,0,0,25.1887,30.5759,0,5.25479,2.74203,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
120,68.7312,1, 160,313,377226,7350144,6796346,0,8990.08,6502.69,0,0.210814,0,0,55.1084,68.6437,0,14.1387,6.8579,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
130,54.0004,1, 152,291,401420,7639937,7035213,0,9992.46,6921.56,0,0.163508,0,0,43.3455,53.9588,0,10.941,6.0766,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
140,75.5265,1, 168,320,393227,10201906,9607286,0,10289.4,7455.18,0,0.208483,0,0,64.7427,75.3911,0,12.1397,8.17263,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
150,80.9971,1, 174,341,488863,12631643,11940069,0,11189.5,7922.6,0,0.217575,0,0,69.7403,80.8148,0,13.2304,9.81617,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
160,302.393,0, 545,711,0,0,47487796,0,-2,8473.87,0,0.445556,0,0,258.028,302.249,0,47.3462,38.4137,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
170,300.256,0, 426,599,0,0,40335979,0,-2,9041.18,0,0.448964,0,0,246.178,300.091,0,56.0784,35.8843,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
180,171.552,1, 239,462,731995,30199751,29096396,0,13791.4,9595.57,0,0.384528,0,0,147.665,171.381,0,25.1509,24.8055,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
190,160.8,1, 252,486,1074123,29868747,28300884,0,15994.8,10252,0,0.429038,0,0,132.812,160.62,0,29.7643,21.1865,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
200,300.613,0, 1396,1611,0,0,145207357,0,-2,10781.1,0,0.432592,0,0,267.519,300.366,0,51.3225,74.4863,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
