#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.0027,1, 9,16,488,1657,413,0,507.243,454.139,0,0.00022,0,0,0.00136284,0.001939,0,0.000845232,0.000252607,BAS,./data/den312d/den312d.map
20,0.035458,1, 24,46,6225,24363,11495,0,1266.75,1005.9,0,0.001661,0,0,0.0249689,0.033502,0,0.0131204,0.00536019,BAS,./data/den312d/den312d.map
30,0.04714,1, 34,66,5888,24444,11678,0,1800.41,1449.76,0,0.003533,0,0,0.0287156,0.043498,0,0.0147672,0.00652911,BAS,./data/den312d/den312d.map
40,0.132651,1, 43,84,21051,136864,97449,0,2422.51,1821.75,0,0.003194,0,0,0.109286,0.129408,0,0.0369826,0.0316679,BAS,./data/den312d/den312d.map
50,0.832542,1, 62,120,96146,860538,695384,0,3364.1,2333.52,0,0.006775,0,0,0.74147,0.826298,0,0.202653,0.234023,BAS,./data/den312d/den312d.map
60,3.06479,1, 85,167,263323,3162123,2761821,0,4032.84,2804.12,0,0.014125,0,0,2.84864,3.05715,0,0.517928,1.02633,BAS,./data/den312d/den312d.map
70,1.44352,1, 94,185,146860,1443632,1192680,0,4827.06,3318.03,0,0.01516,0,0,1.26602,1.43413,0,0.331036,0.403357,BAS,./data/den312d/den312d.map
80,4.76078,1, 108,213,458219,5023934,4318580,0,5723.85,3818.84,0,0.02152,0,0,4.3607,4.75141,0,0.953011,1.47669,BAS,./data/den312d/den312d.map
90,6.42971,1, 113,223,553763,6528181,5683330,0,6552.24,4331.68,0,0.025796,0,0,5.94923,6.41773,0,1.1498,2.09773,BAS,./data/den312d/den312d.map
100,13.3016,1, 130,252,985776,13275555,11853549,0,8205.76,4866.1,0,0.035205,0,0,12.3961,13.2825,0,2.17107,4.413,BAS,./data/den312d/den312d.map
110,15.7773,1, 144,283,1107416,15867837,14261942,0,8988.55,5235.53,0,0.039921,0,0,14.6609,15.758,0,2.75256,5.12813,BAS,./data/den312d/den312d.map
120,16.4124,1, 166,328,1137956,16159091,14608632,0,9884.95,5691.71,0,0.041868,0,0,15.3194,16.3899,0,2.66816,5.40516,BAS,./data/den312d/den312d.map
130,14.5885,1, 158,312,1017400,14097634,12705758,0,10666.7,6105.35,0,0.039769,0,0,13.5687,14.5688,0,2.39733,4.78251,BAS,./data/den312d/den312d.map
140,300.325,0, 808,977,0,0,270652442,0,-2,6609.01,0,0.85346,0,0,281.144,300.29,0,50.4086,98.4221,BAS,./data/den312d/den312d.map
150,302.664,0, 299,487,0,0,265216911,0,-2,7076.03,0,0.551835,0,0,281.488,302.638,0,52.4574,97.6275,BAS,./data/den312d/den312d.map
160,66.8633,1, 221,423,4528684,62451232,56674758,0,15748,7424.22,0,0.123256,0,0,61.6307,66.8281,0,10.8731,21.0266,BAS,./data/den312d/den312d.map
170,302.135,0, 647,849,0,0,242080567,0,-2,7813.67,0,0.286804,0,0,280.492,302.083,0,48.2397,96.0078,BAS,./data/den312d/den312d.map
180,301.55,0, 367,581,0,0,244103578,0,-2,8350.49,0,0.415311,0,0,277.21,301.509,0,53.1375,92.466,BAS,./data/den312d/den312d.map
190,301.13,0, 883,1098,0,0,244494570,0,-2,8775.05,0,0.378674,0,0,274.07,301.049,0,55.2251,89.8926,BAS,./data/den312d/den312d.map
