#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.02961,1, 6,10,3836,32487,26446,0,512.409,452.613,0,0.000127,0,0,0.0272161,0.028758,0,0.00653226,0.00946963,BAS,./data/den312d/den312d.map
20,0.046533,1, 19,36,7752,53265,38762,0,999.158,860.764,0,0.000663,0,0,0.039899,0.045058,0,0.0147736,0.0105445,BAS,./data/den312d/den312d.map
30,0.193982,1, 32,61,18879,202046,167473,0,1796.84,1413.64,0,0.002185,0,0,0.175611,0.191394,0,0.0382116,0.0621361,BAS,./data/den312d/den312d.map
40,0.558891,1, 56,109,52064,566901,482310,0,2426.5,1862.91,0,0.007077,0,0,0.509456,0.55554,0,0.093191,0.184771,BAS,./data/den312d/den312d.map
50,0.751731,1, 58,114,67152,753523,636373,0,3180.72,2291.58,0,0.007394,0,0,0.680535,0.746043,0,0.13922,0.247426,BAS,./data/den312d/den312d.map
60,5.56783,1, 87,172,266987,5667097,5243723,0,3930.57,2744.25,0,0.015869,0,0,5.2896,5.56187,0,0.787848,1.99642,BAS,./data/den312d/den312d.map
70,3.38846,1, 84,165,190465,3359193,3049513,0,4722.27,3159.12,0,0.015466,0,0,3.18306,3.37845,0,0.520274,1.19279,BAS,./data/den312d/den312d.map
80,12.074,1, 104,206,549954,12247896,11447210,0,5881.96,3542.9,0,0.019872,0,0,11.6022,12.0621,0,1.61109,4.48117,BAS,./data/den312d/den312d.map
90,21.6928,1, 126,246,1054970,20866219,19368605,0,6820.54,3953.95,0,0.029979,0,0,20.8374,21.683,0,2.83517,7.99265,BAS,./data/den312d/den312d.map
100,34.2966,1, 150,290,1808614,32962104,30456856,0,7820.68,4430.55,0,0.044166,0,0,32.88,34.2842,0,4.64502,12.528,BAS,./data/den312d/den312d.map
110,301.048,0, 532,673,0,0,255379498,0,-2,4982.68,0,0.585778,0,0,285.553,301.02,0,46.9139,103.082,BAS,./data/den312d/den312d.map
120,39.6677,1, 173,332,2199217,37808011,34806822,0,10566.4,5433.36,0,0.057677,0,0,37.6783,39.6475,0,5.88421,14.0716,BAS,./data/den312d/den312d.map
130,45.4331,1, 200,385,2596260,42325155,38786876,0,11422.2,5886.37,0,0.063313,0,0,42.8689,45.4137,0,6.86151,15.8343,BAS,./data/den312d/den312d.map
140,53.0885,1, 211,405,3357094,50872184,46314231,0,12268.6,6384.56,0,0.090408,0,0,49.7008,53.0619,0,8.34855,17.6617,BAS,./data/den312d/den312d.map
150,60.7157,1, 202,397,3220973,55491933,51307156,0,13372.8,6975.25,0,0.081787,0,0,57.333,60.6914,0,9.04628,20.3047,BAS,./data/den312d/den312d.map
160,301.417,0, 304,504,0,0,235890811,0,-2,7413.41,0,0.24439,0,0,285.379,301.379,0,42.9419,102.17,BAS,./data/den312d/den312d.map
170,99.6661,1, 221,426,5243393,86952157,80613016,0,17500,7891.65,0,0.114754,0,0,93.3544,99.6274,0,14.8303,31.7313,BAS,./data/den312d/den312d.map
180,300.798,0, 322,555,0,0,233998981,0,-2,8352.12,0,0.345988,0,0,281.615,300.746,0,45.9864,94.6367,BAS,./data/den312d/den312d.map
190,302.05,0, 312,543,0,0,233541842,0,-2,8884.56,0,0.302694,0,0,279.92,301.995,0,48.6509,93.4374,BAS,./data/den312d/den312d.map
