#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002787,1, 7,12,327,1246,339,0,579.101,548.499,0,0.000331,0,0,0.00124559,0.001857,0,0.000779047,0.000226242,BAS,./data/den312d/den312d.map
20,0.048732,1, 26,50,7523,48940,32485,0,1263.31,1007.99,0,0.001412,0,0,0.0392469,0.047196,0,0.0132467,0.0118375,BAS,./data/den312d/den312d.map
30,0.045384,1, 30,58,6558,25840,11396,0,1740.12,1447.49,0,0.00305,0,0,0.0295578,0.042091,0,0.0146195,0.00688208,BAS,./data/den312d/den312d.map
40,0.144792,1, 42,81,19323,107096,69539,0,2298.21,1833.36,0,0.005573,0,0,0.112725,0.139968,0,0.0413266,0.0324736,BAS,./data/den312d/den312d.map
50,1.19071,1, 74,142,120723,1213407,1010629,0,3266.95,2366.93,0,0.010175,0,0,1.08459,1.18571,0,0.229551,0.381616,BAS,./data/den312d/den312d.map
60,1.24716,1, 71,134,128531,1305304,1094306,0,3741.19,2754.36,0,0.010983,0,0,1.12064,1.24141,0,0.241655,0.382323,BAS,./data/den312d/den312d.map
70,2.23978,1, 99,191,191791,2196313,1876172,0,4659.35,3250.58,0,0.017577,0,0,2.01901,2.2333,0,0.450362,0.686321,BAS,./data/den312d/den312d.map
80,2.71355,1, 109,206,278390,2744676,2293963,0,5286.46,3706.05,0,0.020247,0,0,2.44223,2.70478,0,0.565456,0.820039,BAS,./data/den312d/den312d.map
90,6.58112,1, 128,241,498255,6570838,5798450,0,6668.15,4131.57,0,0.028568,0,0,6.08402,6.57122,0,1.1334,2.18086,BAS,./data/den312d/den312d.map
100,8.95215,1, 124,241,534349,8519571,7722968,0,7010.02,4507.77,0,0.026022,0,0,8.38692,8.94108,0,1.47171,2.96015,BAS,./data/den312d/den312d.map
110,10.4714,1, 125,244,695833,10239304,9247315,0,8046.22,4880.94,0,0.030456,0,0,9.78697,10.4543,0,1.61483,3.51979,BAS,./data/den312d/den312d.map
120,300.005,0, 1903,2051,0,0,258656763,0,-2,5359.95,0,0.575641,0,0,277.631,299.946,0,55.5836,93.8454,BAS,./data/den312d/den312d.map
130,300.009,0, 4415,4575,0,0,247534951,0,-2,5776.39,0,0.922683,0,0,275.322,299.944,0,55.6779,95.8557,BAS,./data/den312d/den312d.map
140,300.081,0, 1885,2058,0,0,262391546,0,-2,6303.9,0,0.420205,0,0,279.993,300.035,0,51.7749,97.2914,BAS,./data/den312d/den312d.map
150,300.427,0, 720,903,0,0,260172582,0,-2,6683.68,0,0.517036,0,0,277.463,300.391,0,52.7899,96.1568,BAS,./data/den312d/den312d.map
160,300.716,0, 1086,1274,0,0,250555086,0,-2,7095.18,0,0.494994,0,0,274.165,300.661,0,53.0745,92.8149,BAS,./data/den312d/den312d.map
170,300.535,0, 455,670,0,0,234784291,0,-2,7607.66,0,0.636823,0,0,272.751,300.496,0,56.3547,92.7958,BAS,./data/den312d/den312d.map
180,300.155,0, 712,910,0,0,240224445,0,-2,8102.56,0,0.41301,0,0,275.841,300.095,0,50.3546,95.7012,BAS,./data/den312d/den312d.map
190,300.09,0, 461,681,0,0,234572542,0,-2,8577.83,0,0.433615,0,0,275.929,300.04,0,49.6291,93.6287,BAS,./data/den312d/den312d.map
