#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.001219,1, 3,4,165,551,126,0,340.46,329.674,0,3.2e-05,0,0,0.000508062,0.000444,0,0.000323076,8.2517e-05,BAS,./data/den312d/den312d.map
20,0.009298,1, 14,26,1835,6859,2452,0,1025.13,909.464,0,0.000787,0,0,0.00512886,0.007965,0,0.00244699,0.00125422,BAS,./data/den312d/den312d.map
30,0.249622,1, 28,54,26060,265014,225105,0,1861.18,1436.56,0,0.002305,0,0,0.228982,0.247355,0,0.0429858,0.0831316,BAS,./data/den312d/den312d.map
40,0.313032,1, 40,78,32260,324928,268724,0,2480.69,1962.76,0,0.0051,0,0,0.277046,0.307547,0,0.0640437,0.094172,BAS,./data/den312d/den312d.map
50,1.06281,1, 63,124,96717,1111346,957046,0,3365.64,2524.14,0,0.006951,0,0,0.975189,1.05744,0,0.186879,0.347466,BAS,./data/den312d/den312d.map
60,1.80705,1, 69,136,131758,1812538,1606001,0,4063.74,2982.63,0,0.011743,0,0,1.67308,1.79904,0,0.292929,0.606792,BAS,./data/den312d/den312d.map
70,2.12665,1, 91,174,169565,2137950,1866955,0,5027.45,3461.56,0,0.015989,0,0,1.97152,2.11992,0,0.357679,0.714401,BAS,./data/den312d/den312d.map
80,6.63186,1, 104,199,487223,6591515,5833626,0,6284.56,4037.39,0,0.025488,0,0,6.18797,6.62277,0,1.12879,2.21856,BAS,./data/den312d/den312d.map
90,22.0138,1, 128,244,1317967,21867689,20037839,0,7437.35,4554.35,0,0.040754,0,0,20.9835,21.9947,0,3.16187,7.87491,BAS,./data/den312d/den312d.map
100,19.4456,1, 144,280,1180929,18857821,17203186,0,8445.99,5025.69,0,0.03666,0,0,18.2978,19.4314,0,3.08501,6.56364,BAS,./data/den312d/den312d.map
110,25.5332,1, 165,309,1833666,24845366,22195162,0,8691.89,5439.82,0,0.067511,0,0,23.7281,25.5127,0,4.44539,8.37433,BAS,./data/den312d/den312d.map
120,39.2478,1, 167,319,2906206,39599278,35529870,0,10085.3,5854.81,0,0.089184,0,0,36.6604,39.2263,0,6.66991,12.9902,BAS,./data/den312d/den312d.map
130,52.6408,1, 178,336,3511863,50619222,45890390,0,11845,6368.33,0,0.098895,0,0,49.1216,52.618,0,8.41056,17.427,BAS,./data/den312d/den312d.map
140,56.2033,1, 217,420,3488718,53012810,48549430,0,13529.3,6837.33,0,0.088751,0,0,52.8583,56.1814,0,8.32189,19.1037,BAS,./data/den312d/den312d.map
150,115.453,1, 243,447,7400157,111406646,101962703,0,15195.5,7347.22,0,0.150983,0,0,108.381,115.416,0,18.1361,38.4903,BAS,./data/den312d/den312d.map
160,239.587,1, 303,509,14176684,212594321,194670810,0,15643,7773.01,0,0.305725,0,0,222.69,239.555,0,38.8599,77.2051,BAS,./data/den312d/den312d.map
170,300.126,0, 1166,1356,0,0,271152410,0,-2,8144.67,0,0.341104,0,0,277.86,300.047,0,49.2368,96.0733,BAS,./data/den312d/den312d.map
180,300.24,0, 1199,1379,0,0,247170579,0,-2,8580.02,0,0.127585,0,0,279.942,300.164,0,48.4918,96.3169,BAS,./data/den312d/den312d.map
190,300.164,0, 608,820,0,0,262236158,0,-2,9156.87,0,0.270538,0,0,280.021,300.104,0,51.0033,94.4882,BAS,./data/den312d/den312d.map
