#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.004505,1, 1,0,50,165,22,0,392.705,392.705,0,0,0,0,0.000935749,0,0,0.000826676,4.6931e-05,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
20,0.012903,1, 2,2,139,452,74,0,1009.41,998.885,0,0.00021,0,0,0.00391381,0.001747,0,0.00335623,0.000283631,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
30,0.034788,1, 12,22,1793,5340,1874,0,1753.27,1655.32,0,0.004076,0,0,0.0189615,0.025257,0,0.0147694,0.00222225,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
40,0.114157,1, 25,48,4932,16950,7683,0,2404.89,2185.28,0,0.009599,0,0,0.0539647,0.099329,0,0.0367828,0.00919905,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
50,0.400743,1, 36,70,8873,43599,28924,0,3081.68,2742.19,0,0.018877,0,0,0.254699,0.378168,0,0.126019,0.0280673,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
60,2.1123,1, 59,115,45323,298177,228642,0,3916.93,3165.36,0,0.032549,0,0,1.56191,2.09082,0,0.62309,0.195887,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
70,7.58687,1, 72,142,59560,449289,360281,0,4842.54,3790.17,0,0.081326,0,0,6.19022,7.53686,0,2.00952,0.935102,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
80,10.4333,1, 100,197,77395,1017359,900912,0,5309.01,4217.27,0,0.107223,0,0,8.59763,10.3688,0,2.53614,0.967409,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
90,12.4534,1, 111,217,104373,1085725,926465,0,6233.16,4775.56,0,0.120983,0,0,9.43476,12.4017,0,3.12663,1.06247,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
100,25.729,1, 110,216,197932,2702344,2424539,0,7173.88,5190.82,0,0.101778,0,0,23.0544,25.6716,0,5.26321,2.96584,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
110,27.3036,1, 135,264,199014,3421792,3137786,0,7757.92,5725.13,0,0.113176,0,0,23.011,27.2441,0,4.77254,2.42325,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
120,57.4987,1, 172,338,353569,5963428,5442056,0,8487.71,6165.26,0,0.271751,0,0,47.6453,57.3814,0,11.4027,5.76813,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
130,55.6127,1, 160,311,454128,7838454,7178955,0,9481.77,6580.95,0,0.16445,0,0,45.093,55.5289,0,10.3005,6.31893,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
140,75.1827,1, 177,342,572129,10449240,9631290,0,10546.5,7040.94,0,0.214372,0,0,62.5371,75.1079,0,12.9674,8.05886,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
150,63.5812,1, 192,372,447925,9322630,8699065,0,11270.8,7582.5,0,0.256031,0,0,54.0921,63.4655,0,9.91655,6.42257,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
160,128.906,1, 213,411,690990,15164456,14148856,0,11993.9,8054.44,0,0.348681,0,0,107.059,128.775,0,23.2019,15.1579,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
170,60.6017,1, 220,423,630021,14263124,13338356,0,12791.8,8500.98,0,0.289828,0,0,50.9264,60.4459,0,10.1688,9.09158,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
180,301.092,0, 404,610,0,0,54383462,0,-2,8952.28,0,0.453624,0,0,251.374,300.981,0,49.1081,38.9693,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
190,308.389,0, 513,733,0,0,48218884,0,-2,9606.72,0,0.794864,0,0,232.688,308.235,0,67.5723,34.4431,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
200,300.4,0, 462,682,0,0,149015803,0,-2,10192.3,0,0.269797,0,0,288.033,300.29,0,28.2191,91.9744,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
