#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.003261,1, 1,0,47,159,23,0,474.839,474.839,0,0,0,0,0.00135077,0,0,0.00120583,6.3747e-05,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
20,0.062115,1, 9,16,3847,21716,16319,0,1201.42,1089.72,0,0.001645,0,0,0.0524983,0.05684,0,0.0223783,0.0135144,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
30,0.363487,1, 18,34,6520,30302,20666,0,1896.22,1636.93,0,0.007138,0,0,0.517883,0.342581,0,0.328417,0.0433383,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
40,3.93704,1, 32,59,30391,252263,206596,0,2687.95,2183.77,0,0.019334,0,0,4.75359,3.88722,0,1.66095,0.482628,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
50,1.70876,1, 61,117,50464,389595,314252,0,3556.22,2787.22,0,0.023564,0,0,1.3437,1.69233,0,0.574718,0.220084,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
60,10.8097,1, 65,121,89149,853671,723941,0,4330.3,3361.23,0,0.065139,0,0,12.5455,10.7647,0,4.01189,1.48606,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
70,12.4544,1, 89,168,110439,936057,769186,0,5116.68,4008.91,0,0.106165,0,0,9.5564,12.3938,0,3.77427,1.23101,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
80,22.9589,1, 94,181,174778,1842354,1589054,0,6104.04,4588.36,0,0.10574,0,0,18.504,22.9136,0,4.87957,2.62963,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
90,15.8039,1, 98,191,97008,1580603,1435494,0,6471.16,5146.92,0,0.095584,0,0,13.0823,15.7629,0,3.19719,1.9172,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
100,23.1341,1, 118,229,179386,2811931,2552140,0,7293.51,5512.17,0,0.147907,0,0,19.4914,23.0697,0,4.31759,2.39349,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
110,44.5301,1, 152,295,401846,6422807,5828935,0,8483.62,6080.53,0,0.126394,0,0,36.7227,44.4846,0,8.6381,3.98687,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
120,301.258,0, 1478,1588,0,0,46763248,0,-2,6624.1,0,0.625156,0,0,251.873,301.082,0,54.439,33.3408,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
130,62.0593,1, 189,348,547463,8653048,7871513,0,10293.2,7038.21,0,0.259797,0,0,49.8253,61.9959,0,11.5204,7.29434,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
140,50.3146,1, 188,354,396565,8387981,7784197,0,10591.8,7573.47,0,0.215176,0,0,40.5111,50.2508,0,9.77911,6.0782,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
150,25.8124,1, 175,341,202869,2615313,2308147,0,11051.8,8075.12,0,0.242736,0,0,19.2067,25.6574,0,5.84496,2.3271,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
160,119.055,1, 226,423,657665,10599595,9627670,0,12381.1,8582.49,0,0.458609,0,0,89.3414,118.874,0,25.7952,12.8823,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
170,300.415,0, 1052,1233,0,0,35055493,0,-2,9188,0,0.765401,0,0,224.668,300.111,0,62.4948,33.0881,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
180,300.1,0, 753,945,0,0,43604064,0,-2,9732.65,0,1.22227,0,0,233.598,299.751,0,68.8692,37.7299,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
190,302.105,0, 462,635,0,0,46477914,0,-2,10195.1,0,0.336223,0,0,272.698,301.925,0,38.548,39.8621,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
200,300.145,0, 926,1124,0,0,136006793,0,-2,10641.6,0,0.52622,0,0,284.253,299.958,0,31.6359,86.7473,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
