#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002121,1, 1,0,48,165,23,0,439.96,439.96,0,0,0,0,0.000807532,0,0,0.000698306,5.239e-05,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
20,0.055255,1, 8,14,2073,7658,4431,0,1130.1,1074.18,0,0.001298,0,0,0.0310321,0.048939,0,0.0201923,0.00406489,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
30,0.23754,1, 20,38,4247,19598,12707,0,1797.03,1660.32,0,0.006542,0,0,0.145975,0.222083,0,0.0823177,0.0164726,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
40,0.348241,1, 31,60,5607,24215,14568,0,2519.68,2281.84,0,0.016824,0,0,0.256678,0.321215,0,0.139661,0.0479805,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
50,0.951175,1, 45,86,34819,186327,133392,0,3373.72,2814.12,0,0.023952,0,0,0.728898,0.93405,0,0.431485,0.113667,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
60,5.14987,1, 60,115,54015,424620,345638,0,4097.78,3458.96,0,0.057605,0,0,5.34344,5.12178,0,2.25572,0.608783,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
70,16.4755,1, 74,145,92618,1487833,1353093,0,5197.66,4190.83,0,0.074466,0,0,13.9246,16.4251,0,3.22636,1.92854,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
80,6.91607,1, 81,160,63189,800820,704355,0,5692.56,4712.03,0,0.082723,0,0,5.47226,6.88187,0,1.79705,0.646714,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
90,14.0961,1, 97,190,92773,1011426,869485,0,6557.94,5286.08,0,0.126017,0,0,11.7551,14.0342,0,3.92942,1.46213,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
100,28.2393,1, 132,259,291418,5225333,4801575,0,7815.52,5752.97,0,0.101655,0,0,23.1148,28.1963,0,5.60044,3.28695,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
110,64.7514,1, 147,291,528367,13318604,12555580,0,8507.34,6221.91,0,0.136081,0,0,56.4964,64.6916,0,9.0025,8.26626,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
120,33.0197,1, 143,281,189833,3287737,2994301,0,8557.75,6696,0,0.250574,0,0,27.9801,32.9226,0,8.83838,3.9495,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
130,152.852,1, 175,333,667612,20205074,19255943,0,10231.9,7093.66,0,0.210966,0,0,133.42,152.795,0,21.7971,16.6217,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
140,121.953,1, 179,345,659362,21027071,20099812,0,11041.8,7604.78,0,0.287396,0,0,111.074,121.832,0,17.5128,16.7359,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
150,86.7679,1, 193,374,735573,17724728,16697649,0,11770.5,8084.51,0,0.190876,0,0,77.1097,86.694,0,11.8104,13.0071,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
160,283.407,1, 215,413,1203205,40162249,38580508,0,12912,8584.06,0,0.372917,0,0,260.096,283.242,0,36.5182,41.861,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
170,303.958,0, 216,392,0,0,44227488,0,-2,8980.1,0,0.313258,0,0,286.741,303.769,0,32.8389,47.5591,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
180,151.206,1, 222,437,707423,34710361,33665698,0,14935.1,9546.57,0,0.252279,0,0,133.112,151.086,0,21.7925,28.7368,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
190,302.928,0, 251,484,0,0,53333962,0,-2,10191.5,0,0.429639,0,0,275.747,302.733,0,38.2661,44.785,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
200,301.433,0, 322,553,0,0,146361895,0,-2,10739.1,0,0.453503,0,0,287.075,301.312,0,29.8548,97.2391,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
