#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.010179,1, 3,4,534,1700,834,0,402.984,382.785,0,8.1e-05,0,0,0.00795497,0.006366,0,0.00484677,0.000791753,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
20,0.513611,1, 13,24,5247,43277,34858,0,1117.34,959.78,0,0.001747,0,0,0.448457,0.498629,0,0.139193,0.0428453,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
30,0.214666,1, 27,52,11130,51831,34845,0,1830.66,1585.15,0,0.006441,0,0,0.162146,0.208231,0,0.0784368,0.0256227,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
40,0.580594,1, 37,72,40656,285719,225764,0,2653.16,2194.4,0,0.009669,0,0,0.471525,0.574199,0,0.156467,0.118492,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
50,2.09931,1, 48,94,32752,204133,155671,0,3477.37,2820.03,0,0.022569,0,0,1.64165,2.06948,0,0.650847,0.179112,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
60,7.18894,1, 64,126,79326,851535,735114,0,4371.49,3437.23,0,0.032899,0,0,6.15432,7.16453,0,1.29472,0.679063,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
70,26.3212,1, 77,151,147605,1621045,1401933,0,5448.1,4160.12,0,0.111999,0,0,23.2987,26.2798,0,6.54255,3.37947,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
80,28.5888,1, 96,190,160110,2648572,2408231,0,6014.08,4712.88,0,0.117044,0,0,24.3305,28.5203,0,6.16745,2.64656,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
90,49.2601,1, 116,227,257128,5480069,5107878,0,7421.81,5316.13,0,0.131145,0,0,42.0516,49.2083,0,9.16055,4.74684,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
100,15.0417,1, 105,206,161121,1896976,1658675,0,7428.23,5719.33,0,0.088173,0,0,12.4387,14.9884,0,2.94963,1.48236,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
110,31.1435,1, 143,282,283348,4447538,4037251,0,8679.34,6246.17,0,0.124184,0,0,25.6705,31.091,0,6.2327,2.7375,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
120,44.7123,1, 126,247,234757,4193460,3848077,0,8861.51,6792.15,0,0.171338,0,0,36.8733,44.6024,0,8.14536,4.99859,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
130,75.7495,1, 162,317,440898,11033116,10401757,0,10180.5,7171.69,0,0.179144,0,0,65.0524,75.6078,0,12.043,8.67443,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
140,68.1097,1, 175,338,506664,9754871,9030470,0,10967.2,7721.17,0,0.238934,0,0,59.0484,67.964,0,12.5721,8.13198,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
150,103.141,1, 201,389,951112,21472536,20043687,0,12041.1,8206.88,0,0.282644,0,0,80.0873,103.015,0,21.4012,12.7636,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
160,142.133,1, 218,420,751558,17004527,15902289,0,12658.3,8732.82,0,0.421259,0,0,114.699,142.02,0,25.2718,15.2014,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
170,212.991,1, 230,438,765797,32086188,30922480,0,13577.5,9286.64,0,0.317224,0,0,174.867,212.888,0,43.9323,28.8532,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
180,300.828,0, 335,544,0,0,56332456,0,-2,9823.05,0,0.64534,0,0,256.124,300.66,0,49.9655,45.8053,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
190,302.788,0, 1901,2104,0,0,38633488,0,-2,10350.6,0,0.875252,0,0,214.98,302.313,0,64.4637,32.7119,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
200,300.727,0, 732,921,0,0,147212492,0,-2,10839.2,0,0.246915,0,0,285.421,300.644,0,30.7594,88.1379,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
