#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002718,1, 3,4,84,294,52,0,553.522,552.222,0,0.00017,0,0,0.00116645,0.000664,0,0.000991477,8.7019e-05,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
20,0.248482,1, 9,16,3360,23912,17429,0,1267.88,1210.68,0,0.002213,0,0,0.159744,0.235892,0,0.0712707,0.0204621,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
30,5.21363,1, 16,30,29154,466643,425869,0,1925.05,1688.74,0,0.006294,0,0,4.71643,5.19451,0,0.904973,0.454358,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
40,1.45768,1, 32,62,33200,308261,259860,0,2694.75,2220.75,0,0.009301,0,0,1.19886,1.4452,0,0.254653,0.168396,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
50,1.16964,1, 37,71,30790,291291,245274,0,3351.63,2821.94,0,0.016242,0,0,1.0364,1.13791,0,0.374346,0.19352,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
60,5.45049,1, 60,116,83793,861199,737060,0,4135.18,3454.87,0,0.038995,0,0,4.48059,5.4304,0,1.12034,0.595125,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
70,10.2159,1, 75,146,71131,818708,707573,0,4949.57,4057.47,0,0.059804,0,0,7.85608,10.1879,0,2.29796,1.09596,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
80,35.3382,1, 462,534,369790,3357278,2741471,0,5744.35,4630.21,0,0.227758,0,0,25.4665,35.2678,0,10.6776,3.1326,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
90,17.4926,1, 109,207,142576,1350687,1130298,0,6610.92,5289.48,0,0.146075,0,0,13.4216,17.4389,0,4.38885,1.76848,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
100,29.3369,1, 124,236,203481,3193361,2899255,0,7266.92,5717.98,0,0.150079,0,0,25.9337,29.267,0,5.35552,2.92337,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
110,35.1396,1, 127,245,179805,5254241,4989355,0,8156.06,6224.41,0,0.115601,0,0,31.0718,35.0718,0,4.65201,3.73983,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
120,100.301,1, 144,282,486436,10769075,10066372,0,9227.87,6722.2,0,0.2441,0,0,86.0488,100.222,0,17.1705,10.2205,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
130,39.2548,1, 148,287,275504,6197132,5792440,0,9629.76,7093.14,0,0.147789,0,0,33.1344,39.1515,0,6.28307,4.79643,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
140,56.0741,1, 193,368,433351,8241042,7604551,0,10725.4,7570.66,0,0.285593,0,0,45.8163,55.9533,0,10.6537,7.34105,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
150,300.008,0, 1307,1453,0,0,57080838,0,-2,8089.03,0,0.628032,0,0,254.922,299.815,0,46.8255,38.2416,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
160,136.117,1, 213,415,742129,18078863,17019378,0,12898.3,8686.02,0,0.446632,0,0,113.721,136.009,0,22.9914,16.2673,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
170,307.01,0, 436,601,0,0,55485851,0,-2,9203.29,0,0.218598,0,0,282.747,306.923,0,38.3028,47.4182,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
180,302.717,0, 711,908,0,0,63069982,0,-2,9744.66,0,0.813104,0,0,262.939,302.521,0,44.0502,47.7467,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
190,300.025,0, 877,1046,0,0,51636125,0,-2,10360,0,0.577656,0,0,245.267,299.762,0,49.9663,41.914,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
200,300.025,0, 395,634,0,0,138105778,0,-2,10903,0,1.24221,0,0,278.862,299.939,0,38.164,85.9833,BAS,./data/warehouse-10-20-10-2-1/warehouse-10-20-10-2-1.map
