#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.001228,1, 2,2,54,202,34,0,222.135,213.735,0,1.4e-05,0,0,0.00063214,0.000166,0,0.00051496,4.0183e-05,BAS,./data/empty-32-32/empty-32-32.map
20,0.003568,1, 5,8,266,825,183,0,420.949,406.081,0,6.2e-05,0,0,0.00239039,0.001904,0,0.00179808,0.00036434,BAS,./data/empty-32-32/empty-32-32.map
30,0.013604,1, 15,28,671,2473,848,0,688.668,610.601,0,0.00048,0,0,0.00771539,0.010123,0,0.00553111,0.00104528,BAS,./data/empty-32-32/empty-32-32.map
40,0.036437,1, 37,71,1359,5394,2128,0,970.346,853.666,0,0.001436,0,0,0.0240446,0.032517,0,0.0198793,0.00223667,BAS,./data/empty-32-32/empty-32-32.map
50,0.056815,1, 48,93,1603,6184,2076,0,1255.9,1067.28,0,0.002682,0,0,0.0195371,0.051385,0,0.0140328,0.00266528,BAS,./data/empty-32-32/empty-32-32.map
60,0.137559,1, 64,123,4519,19543,9524,0,1610.41,1288.91,0,0.004714,0,0,0.0674367,0.129913,0,0.0429831,0.0113133,BAS,./data/empty-32-32/empty-32-32.map
70,0.167495,1, 81,159,5624,27384,13885,0,1847.27,1501.99,0,0.006375,0,0,0.093778,0.159136,0,0.0696048,0.0140917,BAS,./data/empty-32-32/empty-32-32.map
80,0.141696,1, 121,227,13414,66598,35421,0,2250.61,1699.28,0,0.007956,0,0,0.0708216,0.136018,0,0.0419054,0.0143128,BAS,./data/empty-32-32/empty-32-32.map
90,0.503968,1, 122,232,15430,93600,59101,0,2673.79,1947.96,0,0.014481,0,0,0.255447,0.491193,0,0.147597,0.051804,BAS,./data/empty-32-32/empty-32-32.map
100,300.005,0, 34973,35094,0,0,37123645,0,-2,2177.94,0,3.58556,0,0,95.9732,297.565,0,51.9692,23.5488,BAS,./data/empty-32-32/empty-32-32.map
110,0.650238,1, 154,290,28851,172712,111820,0,3594.88,2394.86,0,0.016763,0,0,0.36159,0.634332,0,0.205134,0.0783354,BAS,./data/empty-32-32/empty-32-32.map
120,300.017,0, 12860,12994,0,0,43386158,0,-2,2632.7,0,2.67937,0,0,127.515,298.475,0,72.2616,26.842,BAS,./data/empty-32-32/empty-32-32.map
130,300.001,0, 65054,65186,0,0,91085495,0,-2,2848.91,0,1.90644,0,0,137.396,297.427,0,55.2585,39.0443,BAS,./data/empty-32-32/empty-32-32.map
140,300.001,0, 35755,35904,0,0,45197142,0,-2,3076.57,0,1.761,0,0,118.349,296.875,0,61.6443,27.1786,BAS,./data/empty-32-32/empty-32-32.map
