#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.00111,1, 2,2,48,170,23,0,230.439,230.039,0,1.7e-05,0,0,0.000477603,0.00016,0,0.000392191,2.8204e-05,BAS,./data/empty-32-32/empty-32-32.map
20,0.010628,1, 13,24,579,1887,449,0,497.878,452.711,0,0.000402,0,0,0.00610213,0.008586,0,0.00454442,0.000732744,BAS,./data/empty-32-32/empty-32-32.map
30,0.022942,1, 25,47,2431,8588,3120,0,813.132,701.817,0,0.00106,0,0,0.0135709,0.020562,0,0.00993172,0.00184364,BAS,./data/empty-32-32/empty-32-32.map
40,0.049825,1, 42,82,2236,8451,3282,0,1107.59,901.849,0,0.002242,0,0,0.0294466,0.045528,0,0.0184071,0.00788714,BAS,./data/empty-32-32/empty-32-32.map
50,0.07178,1, 62,122,5746,24618,11837,0,1422.21,1121.25,0,0.002749,0,0,0.0404479,0.06768,0,0.0281589,0.00645376,BAS,./data/empty-32-32/empty-32-32.map
60,0.174629,1, 74,145,4485,20273,9786,0,1726.37,1361.73,0,0.00686,0,0,0.0993555,0.165884,0,0.0655355,0.0190702,BAS,./data/empty-32-32/empty-32-32.map
70,0.149412,1, 95,185,9808,59693,37322,0,2152.34,1596.42,0,0.004485,0,0,0.080005,0.143735,0,0.0465044,0.0166184,BAS,./data/empty-32-32/empty-32-32.map
80,0.21028,1, 106,202,14277,83648,52109,0,2523.04,1834.94,0,0.007393,0,0,0.114131,0.203378,0,0.066082,0.0241308,BAS,./data/empty-32-32/empty-32-32.map
90,0.376252,1, 133,260,22468,131197,82119,0,2809.25,2049.5,0,0.012939,0,0,0.208168,0.366116,0,0.108978,0.0507114,BAS,./data/empty-32-32/empty-32-32.map
100,0.272199,1, 128,238,23208,148229,99163,0,3281.36,2263.52,0,0.009309,0,0,0.167603,0.264482,0,0.0798882,0.0424932,BAS,./data/empty-32-32/empty-32-32.map
110,0.773827,1, 170,320,42303,273035,184877,0,3647.21,2492.78,0,0.016347,0,0,0.430569,0.755276,0,0.229818,0.102706,BAS,./data/empty-32-32/empty-32-32.map
120,300.025,0, 11184,11341,0,0,47108176,0,-2,2700.95,0,3.79832,0,0,131.608,298.598,0,73.8429,27.9952,BAS,./data/empty-32-32/empty-32-32.map
130,300.031,0, 30077,30211,0,0,67939442,0,-2,2921.77,0,2.14403,0,0,145.861,298.612,0,64.9363,40.9921,BAS,./data/empty-32-32/empty-32-32.map
140,300.031,0, 6586,6736,0,0,50253846,0,-2,3183.69,0,1.68407,0,0,153.627,298.932,0,82.1729,34.1724,BAS,./data/empty-32-32/empty-32-32.map
