#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.002392,1, 2,2,53,186,25,0,195.418,192.189,0,1.5e-05,0,0,0.00120727,0.000363,0,0.000850469,0.00012931,BAS,./data/empty-32-32/empty-32-32.map
20,0.002549,1, 4,6,143,476,72,0,378.293,370.14,0,4.3e-05,0,0,0.0011597,0.000754,0,0.000985641,6.3883e-05,BAS,./data/empty-32-32/empty-32-32.map
30,0.022033,1, 18,34,628,2002,461,0,653.093,600.545,0,0.000761,0,0,0.0143299,0.015814,0,0.011368,0.00139692,BAS,./data/empty-32-32/empty-32-32.map
40,0.051885,1, 36,68,3490,14107,7098,0,953.896,805.987,0,0.00141,0,0,0.0361845,0.047276,0,0.0184671,0.0120605,BAS,./data/empty-32-32/empty-32-32.map
50,0.064585,1, 52,102,3939,14273,5548,0,1212.15,1006.84,0,0.002462,0,0,0.0350723,0.05957,0,0.0259179,0.00497484,BAS,./data/empty-32-32/empty-32-32.map
60,0.178146,1, 71,135,6733,28403,13615,0,1653.66,1213.53,0,0.005366,0,0,0.165107,0.170683,0,0.115443,0.0189168,BAS,./data/empty-32-32/empty-32-32.map
70,0.151419,1, 86,167,9044,45995,27182,0,1985.2,1475.43,0,0.004915,0,0,0.0812215,0.146118,0,0.0488314,0.0153475,BAS,./data/empty-32-32/empty-32-32.map
80,0.218806,1, 100,193,13407,74384,46213,0,2401.25,1708.14,0,0.006642,0,0,0.129688,0.209777,0,0.0771029,0.0260758,BAS,./data/empty-32-32/empty-32-32.map
90,0.27044,1, 105,203,12357,73631,46991,0,2691.88,1937.63,0,0.008867,0,0,0.136409,0.260791,0,0.0818526,0.0266862,BAS,./data/empty-32-32/empty-32-32.map
100,0.897814,1, 190,313,57155,378191,264918,0,3316.33,2219.32,0,0.022127,0,0,0.571589,0.886411,0,0.273935,0.144637,BAS,./data/empty-32-32/empty-32-32.map
110,1.47413,1, 160,296,51029,295681,195533,0,3709.92,2419.71,0,0.023516,0,0,0.812173,1.45538,0,0.445235,0.165083,BAS,./data/empty-32-32/empty-32-32.map
120,300.009,0, 36552,36684,0,0,40288894,0,-2,2674.71,0,1.7416,0,0,119.143,297.127,0,60.4335,31.706,BAS,./data/empty-32-32/empty-32-32.map
130,300.002,0, 22555,22706,0,0,64951920,0,-2,2935.25,0,1.60547,0,0,147.768,298.331,0,71.8113,39.9842,BAS,./data/empty-32-32/empty-32-32.map
140,300.021,0, 27194,27316,0,0,57111334,0,-2,3169.03,0,1.26407,0,0,142.186,297.297,0,73.136,32.5158,BAS,./data/empty-32-32/empty-32-32.map
