#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.0022,1, 8,13,123,570,210,0,212.926,204.14,0,4.8e-05,0,0,0.000919367,0.001344,0,0.000618027,0.000122143,BAS,./data/empty-32-32/empty-32-32.map
20,0.008017,1, 16,30,535,2276,1021,0,490.109,421.473,0,0.000297,0,0,0.00400244,0.006494,0,0.00284001,0.000625319,BAS,./data/empty-32-32/empty-32-32.map
30,0.039723,1, 30,58,1958,7153,2734,0,800.254,628.706,0,0.001128,0,0,0.0459971,0.031657,0,0.0391103,0.00393278,BAS,./data/empty-32-32/empty-32-32.map
40,0.061628,1, 56,110,2213,7902,2624,0,998.393,832.111,0,0.003202,0,0,0.0305661,0.057602,0,0.0192813,0.00667801,BAS,./data/empty-32-32/empty-32-32.map
50,0.073451,1, 61,118,3538,13525,5278,0,1362.43,1057.95,0,0.003006,0,0,0.0368581,0.068431,0,0.0269614,0.00542097,BAS,./data/empty-32-32/empty-32-32.map
60,0.130609,1, 83,160,7534,29959,13620,0,1641.59,1291.4,0,0.005557,0,0,0.0648869,0.125058,0,0.0469344,0.00947263,BAS,./data/empty-32-32/empty-32-32.map
70,0.148147,1, 86,169,8182,37418,19567,0,1979.22,1514.36,0,0.005697,0,0,0.076169,0.141723,0,0.0514431,0.0134249,BAS,./data/empty-32-32/empty-32-32.map
80,0.137343,1, 103,198,10221,49959,27486,0,2280.8,1752.81,0,0.005966,0,0,0.0722564,0.130147,0,0.0464628,0.0130273,BAS,./data/empty-32-32/empty-32-32.map
90,0.700297,1, 124,238,22738,130941,82260,0,2816.93,1941.47,0,0.014299,0,0,0.402064,0.680454,0,0.2353,0.077524,BAS,./data/empty-32-32/empty-32-32.map
100,0.317275,1, 124,236,21531,112933,69581,0,3146.71,2157.73,0,0.012368,0,0,0.172064,0.307819,0,0.0953836,0.038622,BAS,./data/empty-32-32/empty-32-32.map
110,300.003,0, 43354,43463,0,0,50072653,0,-2,2427.9,0,2.18213,0,0,124.629,297.991,0,55.6591,37.9343,BAS,./data/empty-32-32/empty-32-32.map
120,300.013,0, 6096,6227,0,0,36602951,0,-2,2629.61,0,4.25866,0,0,129.218,299.266,0,81.5333,22.841,BAS,./data/empty-32-32/empty-32-32.map
130,300.002,0, 21035,21167,0,0,73938562,0,-2,2859.4,0,1.64407,0,0,167.749,298.499,0,77.3282,45.7471,BAS,./data/empty-32-32/empty-32-32.map
140,300.045,0, 7233,7387,0,0,38510781,0,-2,3065.18,0,2.25302,0,0,136.287,298.867,0,73.4422,30.6425,BAS,./data/empty-32-32/empty-32-32.map
