  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
       3_0             3.02579             8.97756             269.485                   2             54.0877             54.0521                 200                  20
       3_0             4.98306             8.99953             269.207                   1            -13.4027        5.07572e-310                 400                  40
       3_0             4.98306             8.99953             269.207                   1             87.5877        5.07572e-310                 600                  60
       3_0             4.98306             8.99953             269.207                   1                   0        5.07572e-310                 800                  80
       3_0             4.98306             8.99953             269.207                   1                   0        5.07572e-310                1000                 100
       3_0             4.98306             8.99953             269.207                   1                   0        5.07572e-310                1200                 120
       3_0             20.7892             9.00008             270.002                   1             114.689             114.689                1400                 140
       3_0             45.7756                   9                 270                   1             114.929             114.929                1600                 160
       3_0             53.5755             5.01214             270.323                   1              117.54             117.447                1800                 180
       3_0             68.5826             5.00462             270.011                   1              118.25             118.302                2000                 200
       3_0             93.5421                   5                 270                   1             118.969             118.969                2200                 220
       3_0             100.002             5.20877             359.966                   3             30.2807             30.4162                2400                 240
       3_0             102.997             4.01541             306.225                   2               14.64              -14.64                2600                 260
       3_0             107.983             3.00084             271.101                   3                   0                   0                2800                 280
       3_0                 108             8.97788              97.187                   5             3.73531            -3.73531                3000                 300
       3_0              105.02             9.00068             174.389                   5            -2.91807             2.91807                3200                 320
       3_0             104.015             9.99527               116.3                   4              -14.64               14.64                3400                 340
