#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.001912,1, 3,4,138,449,78,0,489.282,484.297,0,4.9e-05,0,0,0.000862979,0.000382,0,0.000721245,5.9911e-05,BAS,./data/random-64-64-10/random-64-64-10.map
20,0.006959,1, 9,16,426,1598,378,0,948.394,921.602,0,0.000527,0,0,0.00242488,0.004182,0,0.0017735,0.000303118,BAS,./data/random-64-64-10/random-64-64-10.map
30,0.01057,1, 15,28,782,2612,642,0,1265.76,1227.3,0,0.001174,0,0,0.00416237,0.007023,0,0.00316526,0.000451209,BAS,./data/random-64-64-10/random-64-64-10.map
40,0.018716,1, 26,50,1454,4931,1295,0,1740.76,1633.49,0,0.002777,0,0,0.006869,0.014534,0,0.0049227,0.000937077,BAS,./data/random-64-64-10/random-64-64-10.map
50,0.052105,1, 36,70,2334,8410,2532,0,2276.44,2081.92,0,0.006361,0,0,0.0161871,0.045022,0,0.0115818,0.00228819,BAS,./data/random-64-64-10/random-64-64-10.map
60,0.097181,1, 53,103,7758,30523,14404,0,2783.06,2492.19,0,0.008608,0,0,0.0443015,0.087643,0,0.0253016,0.0101752,BAS,./data/random-64-64-10/random-64-64-10.map
70,0.114802,1, 72,141,7530,28557,11235,0,3364.25,2916.51,0,0.0145,0,0,0.0423258,0.105948,0,0.0260905,0.00852126,BAS,./data/random-64-64-10/random-64-64-10.map
80,0.134159,1, 86,169,10506,42775,18584,0,3942.74,3340.57,0,0.017337,0,0,0.0495553,0.127133,0,0.0261379,0.0114986,BAS,./data/random-64-64-10/random-64-64-10.map
90,0.436965,1, 94,184,18535,86884,48322,0,4524.77,3787.54,0,0.025865,0,0,0.201766,0.413427,0,0.114624,0.043655,BAS,./data/random-64-64-10/random-64-64-10.map
100,0.571464,1, 112,220,15744,78280,43707,0,5008.41,4130.21,0,0.030408,0,0,0.20977,0.546366,0,0.117397,0.044556,BAS,./data/random-64-64-10/random-64-64-10.map
110,1.65698,1, 123,239,42766,244961,164888,0,5638.21,4492.93,0,0.04418,0,0,1.02466,1.62215,0,0.414817,0.167949,BAS,./data/random-64-64-10/random-64-64-10.map
120,0.859575,1, 152,298,71237,420360,283308,0,6297.03,4944.42,0,0.037974,0,0,0.504618,0.841866,0,0.234212,0.119996,BAS,./data/random-64-64-10/random-64-64-10.map
130,2.20587,1, 140,274,72785,437690,304936,0,6747.48,5285.95,0,0.053138,0,0,1.23638,2.17187,0,0.546879,0.231422,BAS,./data/random-64-64-10/random-64-64-10.map
140,0.830438,1, 174,343,58315,341141,229081,0,7401.6,5721.43,0,0.048529,0,0,0.439516,0.803991,0,0.181576,0.10946,BAS,./data/random-64-64-10/random-64-64-10.map
150,2.42729,1, 175,345,69688,455780,324150,0,8074.79,6157.45,0,0.067062,0,0,1.22259,2.39129,0,0.553277,0.227522,BAS,./data/random-64-64-10/random-64-64-10.map
160,6.55954,1, 196,387,124545,891098,674066,0,8926.5,6577.29,0,0.107815,0,0,3.83241,6.48604,0,1.46656,0.685962,BAS,./data/random-64-64-10/random-64-64-10.map
170,3.55776,1, 208,409,134848,911235,663708,0,9409.77,6959.66,0,0.092477,0,0,1.72425,3.50482,0,0.789169,0.380429,BAS,./data/random-64-64-10/random-64-64-10.map
180,2.77025,1, 214,418,121497,895225,689907,0,10026.7,7347.22,0,0.074821,0,0,1.52679,2.70727,0,0.592481,0.341765,BAS,./data/random-64-64-10/random-64-64-10.map
190,10.3155,1, 246,487,229715,1800037,1423663,0,11442.7,7819.95,0,0.124192,0,0,6.41338,10.2454,0,2.1339,0.99241,BAS,./data/random-64-64-10/random-64-64-10.map
200,6.8007,1, 262,514,188538,1324727,976490,0,11631,8279.74,0,0.161522,0,0,3.21098,6.72534,0,1.30429,0.701889,BAS,./data/random-64-64-10/random-64-64-10.map
210,13.6077,1, 276,532,223985,1453781,1041225,0,12397,8762.77,0,0.252487,0,0,5.68071,13.5001,0,2.54467,0.995436,BAS,./data/random-64-64-10/random-64-64-10.map
220,6.1666,1, 262,516,213791,1530978,1159813,0,13171,9182.61,0,0.129144,0,0,3.22471,6.09201,0,1.30041,0.708663,BAS,./data/random-64-64-10/random-64-64-10.map
230,10.0044,1, 295,583,288065,2250425,1743512,0,14239.1,9638.49,0,0.176343,0,0,4.97031,9.90508,0,2.08164,0.874623,BAS,./data/random-64-64-10/random-64-64-10.map
240,10.6667,1, 310,610,257645,1770250,1298823,0,14878.5,10147.1,0,0.22982,0,0,4.74104,10.5514,0,2.14878,0.912832,BAS,./data/random-64-64-10/random-64-64-10.map
250,301.501,0, 725,1034,0,0,59088837,0,-2,10613.8,0,3.90729,0,0,169.743,301.299,0,64.2004,34.1248,BAS,./data/random-64-64-10/random-64-64-10.map
260,28.1806,1, 317,621,461362,3518828,2735651,0,16455.9,11087.2,0,0.370011,0,0,14.5767,28.0495,0,5.79224,2.51752,BAS,./data/random-64-64-10/random-64-64-10.map
270,18.5071,1, 349,680,701279,5126183,3906822,0,17379.1,11478.6,0,0.316889,0,0,9.59512,18.3825,0,3.93106,2.05059,BAS,./data/random-64-64-10/random-64-64-10.map
280,300.034,0, 4640,4961,0,0,36378583,0,-2,11877.8,0,2.488,0,0,123.699,298.685,0,54.2952,27.3652,BAS,./data/random-64-64-10/random-64-64-10.map
