#agents, runtime,is solved,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,#low-level re-expanded,#low-level motion solver called,solution cost,root g value,#PBS-called,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,#low-level expand runtime,#low-level motion runtime,solver name,instance name
10,0.003216,1, 7,12,242,861,200,0,482.791,455.287,0,0.000185,0,0,0.00121756,0.001723,0,0.00088878,0.000157658,BAS,./data/random-64-64-10/random-64-64-10.map
20,0.012307,1, 14,26,759,2414,627,0,905.399,843.27,0,0.000812,0,0,0.0041394,0.008843,0,0.00312813,0.00048123,BAS,./data/random-64-64-10/random-64-64-10.map
30,0.017872,1, 23,44,1632,5591,1700,0,1365.83,1240.18,0,0.002157,0,0,0.00770664,0.014597,0,0.00524712,0.0011986,BAS,./data/random-64-64-10/random-64-64-10.map
40,0.038684,1, 33,64,3172,11948,4865,0,1810.36,1607.05,0,0.002606,0,0,0.0378316,0.034282,0,0.0308199,0.00357382,BAS,./data/random-64-64-10/random-64-64-10.map
50,0.102419,1, 48,94,6764,28654,14355,0,2521.13,2149.62,0,0.006134,0,0,0.0506558,0.093354,0,0.0281264,0.011081,BAS,./data/random-64-64-10/random-64-64-10.map
60,0.228248,1, 64,126,10691,59989,38863,0,3069.07,2550.26,0,0.008865,0,0,0.124231,0.218401,0,0.0566462,0.0305037,BAS,./data/random-64-64-10/random-64-64-10.map
70,0.965455,1, 72,142,46183,336931,259815,0,3744.3,3055.83,0,0.014611,0,0,0.79186,0.95429,0,0.259281,0.161933,BAS,./data/random-64-64-10/random-64-64-10.map
80,0.68559,1, 98,194,30128,174565,117099,0,4188.32,3496.53,0,0.023837,0,0,0.45568,0.673261,0,0.176765,0.0832524,BAS,./data/random-64-64-10/random-64-64-10.map
90,1.61553,1, 110,215,51005,346241,259273,0,4818.66,3945.72,0,0.029548,0,0,1.11805,1.59524,0,0.446198,0.21955,BAS,./data/random-64-64-10/random-64-64-10.map
100,1.798,1, 121,237,51603,311006,219972,0,5446.16,4375.16,0,0.036058,0,0,1.12936,1.76617,0,0.370778,0.180977,BAS,./data/random-64-64-10/random-64-64-10.map
110,2.67011,1, 128,244,66887,414569,293827,0,6037.21,4832.3,0,0.050529,0,0,1.56528,2.64335,0,0.56294,0.258554,BAS,./data/random-64-64-10/random-64-64-10.map
120,2.39305,1, 150,294,115257,908073,711322,0,6834.92,5196.55,0,0.045088,0,0,1.63518,2.36718,0,0.61109,0.381091,BAS,./data/random-64-64-10/random-64-64-10.map
130,3.49909,1, 167,328,86923,565701,407460,0,7381.74,5635.5,0,0.069371,0,0,2.07925,3.45039,0,0.786419,0.356192,BAS,./data/random-64-64-10/random-64-64-10.map
140,1.11178,1, 169,330,90997,591230,425161,0,8147.25,6112.18,0,0.049791,0,0,0.661816,1.08441,0,0.261273,0.174208,BAS,./data/random-64-64-10/random-64-64-10.map
150,300.063,0, 17162,17297,0,0,72374181,0,-2,6545.85,0,2.44602,0,0,164.06,298.993,0,62.2413,35.8366,BAS,./data/random-64-64-10/random-64-64-10.map
160,9.10875,1, 204,393,188117,1443483,1123030,0,9672.95,6908.07,0,0.118915,0,0,5.70472,9.05174,0,2.0572,0.921094,BAS,./data/random-64-64-10/random-64-64-10.map
170,9.07754,1, 244,463,333612,2711614,2185303,0,10400.8,7332,0,0.12717,0,0,6.04778,9.0231,0,1.88898,1.3028,BAS,./data/random-64-64-10/random-64-64-10.map
180,11.1818,1, 236,446,336698,2862738,2300975,0,11333,7780.21,0,0.126103,0,0,7.09948,11.1159,0,2.53134,1.19712,BAS,./data/random-64-64-10/random-64-64-10.map
190,29.0864,1, 320,574,567922,4804438,3916963,0,11990.1,8192,0,0.271853,0,0,18.3275,28.9464,0,5.96227,3.20888,BAS,./data/random-64-64-10/random-64-64-10.map
200,13.6578,1, 273,522,458089,3642093,2911675,0,12688.3,8579,0,0.17579,0,0,8.46269,13.5732,0,2.8778,1.65609,BAS,./data/random-64-64-10/random-64-64-10.map
210,300.688,0, 735,988,0,0,76450760,0,-2,8873.66,0,2.90518,0,0,184.656,300.514,0,64.2033,36.7337,BAS,./data/random-64-64-10/random-64-64-10.map
220,20.7805,1, 361,665,909884,7562917,6132215,0,14109.5,9240.08,0,0.219125,0,0,13.2192,20.6864,0,4.44591,2.93144,BAS,./data/random-64-64-10/random-64-64-10.map
230,26.0626,1, 340,646,762480,6496464,5260895,0,14398.7,9705.53,0,0.267826,0,0,15.7144,25.9514,0,5.05043,2.60162,BAS,./data/random-64-64-10/random-64-64-10.map
240,42.3545,1, 340,661,1044506,8585742,6932537,0,16117.5,10213.6,0,0.323528,0,0,25.8589,42.2091,0,8.73158,4.31485,BAS,./data/random-64-64-10/random-64-64-10.map
250,27.315,1, 346,654,1105420,8554752,6759669,0,16619.8,10601.4,0,0.322895,0,0,15.805,27.1978,0,6.01168,3.30568,BAS,./data/random-64-64-10/random-64-64-10.map
260,300.521,0, 1261,1555,0,0,61387768,0,-2,10977.6,0,1.8236,0,0,186.096,300.182,0,58.3151,33.6911,BAS,./data/random-64-64-10/random-64-64-10.map
270,98.3744,1, 414,759,3076472,25280338,20421016,0,18793.8,11492.4,0,0.780838,0,0,60.6288,98.2387,0,21.6262,12.0889,BAS,./data/random-64-64-10/random-64-64-10.map
280,300.35,0, 761,1110,0,0,58460180,0,-2,11865,0,2.51138,0,0,175.146,300.061,0,65.1963,32.0538,BAS,./data/random-64-64-10/random-64-64-10.map
