  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     39_14                  39                  14                   0                   0                   0                   0                 200                  20
     39_14                  39                  14                   0                   0                   0                   0                 400                  40
     39_14                  39                  14                   0                   0                   0                   0                 600                  60
     39_14             43.9936             13.9991             269.643                   0                   0                   0                 800                  80
     39_14             43.9936             13.9991             269.643                   0                   0                   0                1000                 100
     39_14             43.9936             13.9991             269.643                   0                   0                   0                1200                 120
     39_14             43.9936             13.9991             269.643                   0                   0                   0                1400                 140
     39_14             43.9936             13.9991             269.643                   0                   0                   0                1600                 160
     39_14             43.9936             13.9991             269.643                   0                   0                   0                1800                 180
     39_14             43.9936             13.9991             269.643                   0                   0                   0                2000                 200
     39_14             43.9936             13.9991             269.643                   0                   0                   0                2200                 220
     39_14             43.9936             13.9991             269.643                   0                   0                   0                2400                 240
     39_14             43.9936             13.9991             269.643                   0                   0                   0                2600                 260
     39_14             43.9936             13.9991             269.643                   0                   0                   0                2800                 280
     39_14             43.9936             13.9991             269.643                   0                   0                   0                3000                 300
     39_14             43.9936             13.9991             269.643                   0                   0                   0                3200                 320
     39_14             43.9936             13.9991             269.643                   0                   0                   0                3400                 340
     39_14             43.9936             13.9991             269.643                   0                   0                   0                3600                 360
     39_14             43.9936             13.9991             269.643                   0                   0                   0                3800                 380
     39_14             43.9936             13.9991             269.643                   0                   0                   0                4000                 400
     39_14             43.9936             13.9991             269.643                   0                   0                   0                4200                 420
     39_14             43.9936             13.9991             269.643                   0                   0                   0                4400                 440
     39_14             43.9936             13.9991             269.643                   0                   0                   0                4600                 460
     39_14             43.9936             13.9991             269.643                   0                   0                   0                4800                 480
     39_14             43.9936             13.9991             269.643                   0                   0                   0                5000                 500
     39_14             43.9936             13.9991             269.643                   0                   0                   0                5200                 520
     39_14             43.9936             13.9991             269.643                   0                   0                   0                5400                 540
     39_14             43.9936             13.9991             269.643                   0                   0                   0                5600                 560
     39_14             43.9936             13.9991             269.643                   0                   0                   0                5800                 580
     39_14             43.9936             13.9991             269.643                   0                   0                   0                6000                 600
     39_14             43.9936             13.9991             269.643                   0                   0                   0                6200                 620
     39_14             43.9936             13.9991             269.643                   0                   0                   0                6400                 640
     39_14             43.9936             13.9991             269.643                   0                   0                   0                6600                 660
     39_14             43.9936             13.9991             269.643                   0                   0                   0                6800                 680
     39_14             43.9936             13.9991             269.643                   0                   0                   0                7000                 700
     39_14             43.9936             13.9991             269.643                   0                   0                   0                7200                 720
     39_14             43.9936             13.9991             269.643                   0                   0                   0                7400                 740
     39_14             43.9936             13.9991             269.643                   0                   0                   0                7600                 760
     39_14             43.9936             13.9991             269.643                   0                   0                   0                7800                 780
     39_14             43.9936             13.9991             269.643                   0                   0                   0                8000                 800
     39_14             43.9936             13.9991             269.643                   0                   0                   0                8200                 820
     39_14             43.9936             13.9991             269.643                   0                   0                   0                8400                 840
     39_14             43.9936             13.9991             269.643                   0                   0                   0                8600                 860
     39_14             43.9936             13.9991             269.643                   0                   0                   0                8800                 880
     39_14             43.9936             13.9991             269.643                   0                   0                   0                9000                 900
     39_14             43.9936             13.9991             269.643                   0                   0                   0                9200                 920
     39_14             43.9936             13.9991             269.643                   0                   0                   0                9400                 940
     39_14             43.9936             13.9991             269.643                   0                   0                   0                9600                 960
     39_14             43.9936             13.9991             269.643                   0                   0                   0                9800                 980
     39_14             43.9936             13.9991             269.643                   0                   0                   0               10000                1000
     39_14             43.9936             13.9991             269.643                   0                   0                   0               10200                1020
     39_14             43.9936             13.9991             269.643                   0                   0                   0               10400                1040
     39_14             43.9936             13.9991             269.643                   0                   0                   0               10600                1060
     39_14             43.9936             13.9991             269.643                   0                   0                   0               10800                1080
     39_14             43.9936             13.9991             269.643                   0                   0                   0               11000                1100
     39_14             43.9936             13.9991             269.643                   0                   0                   0               11200                1120
     39_14             43.9936             13.9991             269.643                   0                   0                   0               11400                1140
     39_14             43.9936             13.9991             269.643                   0                   0                   0               11600                1160
     39_14             43.9936             13.9991             269.643                   0                   0                   0               11800                1180
     39_14             43.9936             13.9991             269.643                   0                   0                   0               12000                1200
     39_14             43.9936             13.9991             269.643                   0                   0                   0               12200                1220
     39_14             43.9936             13.9991             269.643                   0                   0                   0               12400                1240
     39_14             43.9936             13.9991             269.643                   0                   0                   0               12600                1260
     39_14             43.9936             13.9991             269.643                   0                   0                   0               12800                1280
     39_14             43.9936             13.9991             269.643                   0                   0                   0               13000                1300
     39_14             43.9936             13.9991             269.643                   0                   0                   0               13200                1320
     39_14             43.9936             13.9991             269.643                   0                   0                   0               13400                1340
     39_14             43.9936             13.9991             269.643                   0                   0                   0               13600                1360
     39_14             43.9936             13.9991             269.643                   0                   0                   0               13800                1380
     39_14             43.9936             13.9991             269.643                   0                   0                   0               14000                1400
     39_14             43.9936             13.9991             269.643                   0                   0                   0               14200                1420
     39_14             43.9936             13.9991             269.643                   0                   0                   0               14400                1440
     39_14             43.9936             13.9991             269.643                   0                   0                   0               14600                1460
     39_14             43.9936             13.9991             269.643                   0                   0                   0               14800                1480
     39_14             43.9936             13.9991             269.643                   0                   0                   0               15000                1500
     39_14             43.9936             13.9991             269.643                   0                   0                   0               15200                1520
     39_14             43.9936             13.9991             269.643                   0                   0                   0               15400                1540
     39_14             43.9936             13.9991             269.643                   0                   0                   0               15600                1560
     39_14             43.9936             13.9991             269.643                   0                   0                   0               15800                1580
     39_14             43.9936             13.9991             269.643                   0                   0                   0               16000                1600
     39_14             43.9936             13.9991             269.643                   0                   0                   0               16200                1620
