  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     83_33                  83                  33                   0                   0                   0                   0                 200                  20
     83_33                  83                  33                   0                   0                   0                   0                 400                  40
     83_33                  83                  33                   0                   0                   0                   0                 600                  60
     83_33                  83                  33                   0                   0                   0                   0                 800                  80
     83_33                  83                  33                   0                   0                   0                   0                1000                 100
     83_33                  83                  33                   0                   0                   0                   0                1200                 120
     83_33                  83                  33                   0                   0                   0                   0                1400                 140
     83_33                  83                  33                   0                   0                   0                   0                1600                 160
     83_33                  83                  33                   0                   0                   0                   0                1800                 180
     83_33                  83                  33                   0                   0                   0                   0                2000                 200
     83_33                  83                  33                   0                   0                   0                   0                2200                 220
     83_33                  83                  33                   0                   0                   0                   0                2400                 240
     83_33                  83                  33                   0                   0                   0                   0                2600                 260
     83_33                  83                  33                   0                   0                   0                   0                2800                 280
     83_33                  83                  33                   0                   0                   0                   0                3000                 300
     83_33                  83                  33                   0                   0                   0                   0                3200                 320
     83_33                  83                  33                   0                   0                   0                   0                3400                 340
     83_33                  83                  33                   0                   0                   0                   0                3600                 360
     83_33                  83                  33                   0                   0                   0                   0                3800                 380
     83_33                  83                  33                   0                   0                   0                   0                4000                 400
     83_33                  83                  33                   0                   0                   0                   0                4200                 420
     83_33                  83                  33                   0                   0                   0                   0                4400                 440
     83_33                  83                  33                   0                   0                   0                   0                4600                 460
     83_33                  83                  33                   0                   0                   0                   0                4800                 480
     83_33                  83                  33                   0                   0                   0                   0                5000                 500
     83_33                  83                  33                   0                   0                   0                   0                5200                 520
     83_33                  83                  33                   0                   0                   0                   0                5400                 540
     83_33                  83                  33                   0                   0                   0                   0                5600                 560
     83_33                  83                  33                   0                   0                   0                   0                5800                 580
     83_33                  83                  33                   0                   0                   0                   0                6000                 600
     83_33                  83                  33                   0                   0                   0                   0                6200                 620
     83_33                  83                  33                   0                   0                   0                   0                6400                 640
     83_33                  83                  33                   0                   0                   0                   0                6600                 660
     83_33                  83                  33                   0                   0                   0                   0                6800                 680
     83_33                  83                  33                   0                   0                   0                   0                7000                 700
     83_33                  83                  33                   0                   0                   0                   0                7200                 720
     83_33                  83                  33                   0                   0                   0                   0                7400                 740
     83_33                  83                  33                   0                   0                   0                   0                7600                 760
     83_33                  83                  33                   0                   0                   0                   0                7800                 780
     83_33                  83                  33                   0                   0                   0                   0                8000                 800
     83_33                  83                  33                   0                   0                   0                   0                8200                 820
     83_33                  83                  33                   0                   0                   0                   0                8400                 840
     83_33                  83                  33                   0                   0                   0                   0                8600                 860
     83_33                  83                  33                   0                   0                   0                   0                8800                 880
     83_33                  83                  33                   0                   0                   0                   0                9000                 900
     83_33                  83                  33                   0                   0                   0                   0                9200                 920
     83_33                  83                  33                   0                   0                   0                   0                9400                 940
     83_33                  83                  33                   0                   0                   0                   0                9600                 960
     83_33                  83                  33                   0                   0                   0                   0                9800                 980
     83_33                  83                  33                   0                   0                   0                   0               10000                1000
     83_33                  83                  33                   0                   0                   0                   0               10200                1020
     83_33                  83                  33                   0                   0                   0                   0               10400                1040
     83_33                  83                  33                   0                   0                   0                   0               10600                1060
     83_33                  83                  33                   0                   0                   0                   0               10800                1080
     83_33                  83                  33                   0                   0                   0                   0               11000                1100
     83_33                  83                  33                   0                   0                   0                   0               11200                1120
     83_33                  83                  33                   0                   0                   0                   0               11400                1140
     83_33                  83                  33                   0                   0                   0                   0               11600                1160
     83_33                  83                  33                   0                   0                   0                   0               11800                1180
     83_33                  83                  33                   0                   0                   0                   0               12000                1200
     83_33                  83                  33                   0                   0                   0                   0               12200                1220
     83_33                  83                  33                   0                   0                   0                   0               12400                1240
     83_33                  83                  33                   0                   0                   0                   0               12600                1260
     83_33                  83                  33                   0                   0                   0                   0               12800                1280
     83_33                  83                  33                   0                   0                   0                   0               13000                1300
     83_33                  83                  33                   0                   0                   0                   0               13200                1320
     83_33                  83                  33                   0                   0                   0                   0               13400                1340
     83_33                  83                  33                   0                   0                   0                   0               13600                1360
     83_33                  83                  33                   0                   0                   0                   0               13800                1380
     83_33                  83                  33                   0                   0                   0                   0               14000                1400
     83_33                  83                  33                   0                   0                   0                   0               14200                1420
     83_33                  83                  33                   0                   0                   0                   0               14400                1440
     83_33                  83                  33                   0                   0                   0                   0               14600                1460
     83_33                  83                  33                   0                   0                   0                   0               14800                1480
     83_33                  83                  33                   0                   0                   0                   0               15000                1500
     83_33                  83                  33                   0                   0                   0                   0               15200                1520
     83_33                  83                  33                   0                   0                   0                   0               15400                1540
     83_33                  83                  33                   0                   0                   0                   0               15600                1560
     83_33                  83                  33                   0                   0                   0                   0               15800                1580
     83_33                  83                  33                   0                   0                   0                   0               16000                1600
     83_33                  83                  33                   0                   0                   0                   0               16200                1620
