  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     81_37                  81                  37                   0                   0                   0                   0                 200                  20
     81_37                  81                  37                   0                   0                   0                   0                 400                  40
     81_37                  81                  37                   0                   0                   0                   0                 600                  60
     81_37                  81                  37                   0                   0                   0                   0                 800                  80
     81_37                  81                  37                   0                   0                   0                   0                1000                 100
     81_37                  81                  37                   0                   0                   0                   0                1200                 120
     81_37                  81                  37                   0                   0                   0                   0                1400                 140
     81_37                  81                  37                   0                   0                   0                   0                1600                 160
     81_37                  81                  37                   0                   0                   0                   0                1800                 180
     81_37                  81                  37                   0                   0                   0                   0                2000                 200
     81_37                  81                  37                   0                   0                   0                   0                2200                 220
     81_37                  81                  37                   0                   0                   0                   0                2400                 240
     81_37                  81                  37                   0                   0                   0                   0                2600                 260
     81_37                  81                  37                   0                   0                   0                   0                2800                 280
     81_37                  81                  37                   0                   0                   0                   0                3000                 300
     81_37                  81                  37                   0                   0                   0                   0                3200                 320
     81_37                  81                  37                   0                   0                   0                   0                3400                 340
     81_37                  81                  37                   0                   0                   0                   0                3600                 360
     81_37                  81                  37                   0                   0                   0                   0                3800                 380
     81_37                  81                  37                   0                   0                   0                   0                4000                 400
     81_37                  81                  37                   0                   0                   0                   0                4200                 420
     81_37                  81                  37                   0                   0                   0                   0                4400                 440
     81_37                  81                  37                   0                   0                   0                   0                4600                 460
     81_37                  81                  37                   0                   0                   0                   0                4800                 480
     81_37                  81                  37                   0                   0                   0                   0                5000                 500
     81_37                  81                  37                   0                   0                   0                   0                5200                 520
     81_37                  81                  37                   0                   0                   0                   0                5400                 540
     81_37                  81                  37                   0                   0                   0                   0                5600                 560
     81_37                  81                  37                   0                   0                   0                   0                5800                 580
     81_37                  81                  37                   0                   0                   0                   0                6000                 600
     81_37                  81                  37                   0                   0                   0                   0                6200                 620
     81_37                  81                  37                   0                   0                   0                   0                6400                 640
     81_37                  81                  37                   0                   0                   0                   0                6600                 660
     81_37                  81                  37                   0                   0                   0                   0                6800                 680
     81_37                  81                  37                   0                   0                   0                   0                7000                 700
     81_37                  81                  37                   0                   0                   0                   0                7200                 720
     81_37                  81                  37                   0                   0                   0                   0                7400                 740
     81_37                  81                  37                   0                   0                   0                   0                7600                 760
     81_37                  81                  37                   0                   0                   0                   0                7800                 780
     81_37                  81                  37                   0                   0                   0                   0                8000                 800
     81_37                  81                  37                   0                   0                   0                   0                8200                 820
     81_37                  81                  37                   0                   0                   0                   0                8400                 840
     81_37                  81                  37                   0                   0                   0                   0                8600                 860
     81_37                  81                  37                   0                   0                   0                   0                8800                 880
     81_37                  81                  37                   0                   0                   0                   0                9000                 900
     81_37                  81                  37                   0                   0                   0                   0                9200                 920
     81_37                  81                  37                   0                   0                   0                   0                9400                 940
     81_37                  81                  37                   0                   0                   0                   0                9600                 960
     81_37                  81                  37                   0                   0                   0                   0                9800                 980
     81_37                  81                  37                   0                   0                   0                   0               10000                1000
     81_37                  81                  37                   0                   0                   0                   0               10200                1020
     81_37                  81                  37                   0                   0                   0                   0               10400                1040
     81_37                  81                  37                   0                   0                   0                   0               10600                1060
     81_37                  81                  37                   0                   0                   0                   0               10800                1080
     81_37                  81                  37                   0                   0                   0                   0               11000                1100
     81_37                  81                  37                   0                   0                   0                   0               11200                1120
     81_37                  81                  37                   0                   0                   0                   0               11400                1140
     81_37                  81                  37                   0                   0                   0                   0               11600                1160
     81_37                  81                  37                   0                   0                   0                   0               11800                1180
     81_37                  81                  37                   0                   0                   0                   0               12000                1200
     81_37                  81                  37                   0                   0                   0                   0               12200                1220
     81_37                  81                  37                   0                   0                   0                   0               12400                1240
     81_37                  81                  37                   0                   0                   0                   0               12600                1260
     81_37                  81                  37                   0                   0                   0                   0               12800                1280
     81_37                  81                  37                   0                   0                   0                   0               13000                1300
     81_37                  81                  37                   0                   0                   0                   0               13200                1320
     81_37                  81                  37                   0                   0                   0                   0               13400                1340
     81_37                  81                  37                   0                   0                   0                   0               13600                1360
     81_37                  81                  37                   0                   0                   0                   0               13800                1380
     81_37                  81                  37                   0                   0                   0                   0               14000                1400
     81_37                  81                  37                   0                   0                   0                   0               14200                1420
     81_37                  81                  37                   0                   0                   0                   0               14400                1440
     81_37                  81                  37                   0                   0                   0                   0               14600                1460
     81_37                  81                  37                   0                   0                   0                   0               14800                1480
     81_37                  81                  37                   0                   0                   0                   0               15000                1500
     81_37                  81                  37                   0                   0                   0                   0               15200                1520
     81_37                  81                  37                   0                   0                   0                   0               15400                1540
     81_37                  81                  37                   0                   0                   0                   0               15600                1560
     81_37                  81                  37                   0                   0                   0                   0               15800                1580
     81_37                  81                  37                   0                   0                   0                   0               16000                1600
     81_37                  81                  37                   0                   0                   0                   0               16200                1620
