  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
      53_4             53.9235             5.98621             269.581                   6             45.6221              45.629                 200                  20
      53_4             55.9786             6.00015             269.674                  13            -6.03693            -56.2461                 400                  40
      53_4             55.9786             6.00015             269.674                  13            -6.03693            -56.2461                 600                  60
      53_4             55.9786             6.00015             269.674                  13            -6.03693            -56.2461                 800                  80
      53_4             55.9786             6.00015             269.674                  13            -6.03693            -56.2461                1000                 100
      53_4             57.9944             5.02303             271.521                   8            0.790724           -0.790724                1200                 120
      53_4             62.4424             5.00785             269.705                   1             34.0022             34.0425                1400                 140
      53_4             88.1481             5.00547             270.022                   1             170.284             170.284                1600                 160
      53_4             103.872              4.9999             269.996                   3             17.6296             17.6265                1800                 180
      53_4             103.986              5.4781             182.568                   0                   0                   0                2000                 200
      53_4             103.986              5.4781             182.568                   0                   0                   0                2200                 220
      53_4             103.986              5.4781             182.568                   0                   0                   0                2400                 240
      53_4             103.986              5.4781             182.568                   0                   0                   0                2600                 260
      53_4             103.986              5.4781             182.568                   0                   0                   0                2800                 280
      53_4             103.986              5.4781             182.568                   0                   0                   0                3000                 300
      53_4             104.005              5.9725             265.699                   9            -2.23622             2.23622                3200                 320
      53_4             104.991             6.50771           0.0855009                   3             32.1307             31.9769                3400                 340
      53_4             103.518             6.00336             88.6695                   0                   0                   0                3600                 360
      53_4             103.369             6.00022             88.8727                   6             21.7932             21.8932                3800                 380
      53_4             101.552              5.9909             89.7435                   3             33.6284             33.6724                4000                 400
      53_4             95.0109             5.52201             2.16394                   0                   0                   0                4200                 420
      53_4             95.0109             5.52201             2.16394                   0                   0                   0                4400                 440
      53_4             91.4723             5.00833             89.7793                  18             71.0327             71.0402                4600                 460
      53_4              82.834             5.00268             90.0024                  13             93.1801             93.1775                4800                 480
      53_4             56.4135             5.00024             89.9943                  13             72.0314             72.0314                5000                 500
      53_4             53.0259             4.00875             10.6954                   8             5.54981            -5.54981                5200                 520
      53_4             52.0096             1.57251            0.699826                   3             34.7645             34.8027                5400                 540
      53_4             38.7763             1.00873             89.9871                   1             163.784             163.784                5600                 560
      53_4             4.18508             1.00094             89.9871                   1             93.9249             93.9249                5800                 580
      53_4           0.0135378                   1             89.9871                   0                   0                   0                6000                 600
      53_4           0.0135378                   1             89.9871                   0                   0                   0                6200                 620
      53_4          0.00278385             1.97538             260.543                   2            -4.92616             4.92616                6400                 640
      53_4             20.0157              1.9888             269.992                   1             201.061             201.061                6600                 660
      53_4             73.2677             1.99621             269.992                   1             234.462             234.462                6800                 680
      53_4              100.28             1.99997             269.992                   1             34.4617             34.4617                7000                 700
      53_4              100.98             2.00005                 270                   0                   0                   0                7200                 720
      53_4             101.477             2.00004             270.005                   0                   0                   0                7400                 740
      53_4             102.392             1.99998             270.002                   1             16.4803             16.4794                7600                 760
      53_4             102.624             1.99998                 270                   5               21.48             21.4797                7800                 780
      53_4             103.477             2.98331             267.144                   0                   0                   0                8000                 800
      53_4             103.477             2.98331             267.144                   0                   0                   0                8200                 820
      53_4             103.477             2.98331             267.144                   0                   0                   0                8400                 840
      53_4             103.996             4.91404             181.074                   6               16.01               16.14                8600                 860
      53_4             105.028             5.00244             84.5256                   5               14.64              -14.64                8800                 880
      53_4             105.523             5.00073             90.3231                   0                   0                   0                9000                 900
      53_4             104.012             5.70361             179.023                   4             25.3139             25.1714                9200                 920
      53_4             104.002             5.52634            0.706047                   0                   0                   0                9400                 940
      53_4             103.994             4.14125             359.785                   7             18.4187             18.2435                9600                 960
      53_4             103.136             5.98759             91.5576                   4             17.8859              18.187                9800                 980
      53_4             103.001             4.02744             65.9806                   3             -13.224              13.224               10000                1000
      53_4             102.998             3.52668            0.140241                   0                   0                   0               10200                1020
      53_4             102.998             3.52668            0.140241                   0                   0                   0               10400                1040
      53_4             102.998             3.02663             66.1717                   2               14.64              -14.64               10600                1060
      53_4             103.523             3.00419             88.9425                   0                   0                   0               10800                1080
      53_4             102.993             1.51852             359.263                   0                   0                   0               11000                1100
      53_4             102.995             1.38533             359.384                   6             20.0409             20.0289               11200                1120
      53_4             100.014             1.00809              90.383                   7             13.7496             13.7044               11400                1140
      53_4             100.014             1.00867             270.381                   1             32.3956             32.4827               11600                1160
      53_4             100.476             1.00419             270.997                   0                   0                   0               11800                1180
      53_4             100.476             1.00419             270.997                   0                   0                   0               12000                1200
      53_4             101.839             0.99651             269.573                   2             18.7973             18.7286               12200                1220
      53_4             103.476             1.99936             269.021                   0                   0                   0               12400                1240
      53_4             103.476             1.99936             269.021                   0                   0                   0               12600                1260
      53_4             103.476             1.99936             269.021                   0                   0                   0               12800                1280
      53_4             103.476             1.99936             269.021                   0                   0                   0               13000                1300
      53_4             103.528           0.0209086             89.0576                   9             32.7758             32.5951               13200                1320
      53_4             101.338            0.992086             90.1094                   3             26.7608             26.9019               13400                1340
      53_4             101.016             1.47694             177.199                   0                   0                   0               13600                1360
