  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     41_38             42.0031             37.0183             270.421                  12             13.1146             13.0988                 200                  20
     41_38             51.9886                  37              359.53                  10              17.867             17.8538                 400                  40
     41_38             48.2432                  34              89.845                   8             24.6658             24.6826                 600                  60
     41_38             42.9969             33.0027             89.9041                   4             64.1785             64.1829                 800                  80
     41_38             43.0313             32.9925             270.032                   3             66.1983              66.163                1000                 100
     41_38             51.4358             32.9994             270.114                   1             13.0083             12.9658                1200                 120
     41_38             51.9739             32.9989             335.229                  14            -13.8256             13.8256                1400                 140
     41_38             53.9811             31.0027             358.458                  10           -0.801906            0.801906                1600                 160
     41_38             54.0035             24.4162          0.00791807                   5             70.0477             70.0683                1800                 180
     41_38             62.6607             22.0084             270.014                   3             133.137             133.137                2000                 200
     41_38             94.3162             22.0009             270.014                   3             88.2082             88.2082                2200                 220
     41_38             99.5187             21.0167             270.361                   1             57.2878             57.2787                2400                 240
     41_38             102.485             20.9999             270.265                   0                   0                   0                2600                 260
     41_38             102.982             20.3703             359.283                   1             37.8454             37.7688                2800                 280
     41_38             103.998             17.1426              359.41                   1             19.2019             19.1747                3000                 300
     41_38             103.999             17.0268             359.349                   0                   0                   0                3200                 320
     41_38              104.98             15.0071             83.3814                   3            -3.44069             3.44069                3400                 340
     41_38             104.634             13.0165             88.5475                   1             17.5855             17.1457                3600                 360
     41_38             104.028             12.9952            0.432871                   0                   0                   0                3800                 380
     41_38             104.028             12.9952            0.432871                   0                   0                   0                4000                 400
     41_38             103.519             12.0103              87.891                   0                   0                   0                4200                 420
     41_38             103.519             12.0103              87.891                   0                   0                   0                4400                 440
     41_38             103.166              11.999             88.3964                  19             18.9251             19.0903                4600                 460
     41_38             103.002             11.9758             2.58881                  14             1.34612            -1.34612                4800                 480
     41_38             103.994             10.0222             9.60831                   6              -14.64               14.64                5000                 500
     41_38             104.187             8.02503             270.974                   1             24.0546              24.425                5200                 520
     41_38             104.477             8.01697              272.92                   0                   0                   0                5400                 540
     41_38             104.974             7.94355             359.418                   1             15.9831             15.7984                5600                 560
     41_38             104.983             7.51423             356.993                   0                   0                   0                5800                 580
     41_38             104.983             7.51423             356.993                   0                   0                   0                6000                 600
     41_38             104.998             6.16291            0.388098                   3             18.9468             18.8542                6200                 620
     41_38             104.999             5.02667             89.5363                   0                   0                   0                6400                 640
     41_38             104.999             5.02667             89.5363                   0                   0                   0                6600                 660
     41_38             104.999             5.02667             89.5363                   0                   0                   0                6800                 680
     41_38             104.999             5.02667             89.5363                   0                   0                   0                7000                 700
     41_38             104.516             5.01617             87.0307                   0                   0                   0                7200                 720
     41_38             104.516             5.01617             87.0307                   0                   0                   0                7400                 740
     41_38             98.5159             4.99133             89.9561                  10              32.419             32.5556                7600                 760
     41_38             82.0802             4.99405             90.0422                   4             128.014             128.014                7800                 780
     41_38             74.0183             4.99999             264.423                   2            -2.90009             2.90009                8000                 800
     41_38             94.4228             5.00325             270.023                   1             128.129             128.129                8200                 820
     41_38             102.476             5.00001             270.023                   0                   0                   0                8400                 840
     41_38             102.476             5.00001             270.023                   0                   0                   0                8600                 860
     41_38             102.476             5.00001             270.023                   0                   0                   0                8800                 880
     41_38             102.476             5.00001             270.023                   0                   0                   0                9000                 900
     41_38             102.992             3.02609             335.533                   2               14.64              -14.64                9200                 920
     41_38             103.979             4.22914              180.61                   6             25.4529             25.5482                9400                 940
     41_38             104.524             4.99754             90.8191                   0                   0                   0                9600                 960
     41_38             104.021             4.44861             1.05544                   3             30.4836             30.6851                9800                 980
     41_38             103.979             3.99882             357.388                   1            -1.35827             1.35827               10000                1000
     41_38             103.979             3.99882             359.549                   0                   0                   0               10200                1020
     41_38             103.979             3.99882             359.549                   0                   0                   0               10400                1040
     41_38             104.833             3.00019             272.448                   3              19.173               18.97               10600                1060
     41_38             105.973             1.99542             337.199                   2            -12.2492             12.2492               10800                1080
     41_38              105.96             2.98385             90.5358                   1             16.2703              16.369               11000                1100
     41_38             104.024             3.05648             179.385                   1             15.7447             15.5867               11200                1120
     41_38             103.008             4.97868             130.638                   4               14.64              -14.64               11400                1140
     41_38             102.251             5.97586             269.272                   1             25.9568             25.8393               11600                1160
     41_38             102.976             5.99079             267.678                   0                   0                   0               11800                1180
     41_38             103.993             4.80965            0.331549                   3             24.1071              24.025               12000                1200
     41_38             104.477             4.01722              272.95                   0                   0                   0               12200                1220
     41_38             104.477             4.01722              272.95                   0                   0                   0               12400                1240
     41_38             104.477             4.01722              272.95                   0                   0                   0               12600                1260
     41_38             104.477             4.01722              272.95                   0                   0                   0               12800                1280
     41_38              105.07             3.99178             271.889                   1             28.9436             28.5833               13000                1300
     41_38             105.024             4.41147             179.109                   5             32.0206             31.8362               13200                1320
     41_38             104.783             5.00415             90.2331                   7             39.7034             39.6164               13400                1340
     41_38             103.018             3.97166            0.426323                   7             15.1271             15.1327               13600                1360
